GeneInfo	GeneID	Gene_Desc	CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_000125-RA	Caust.v2_000125	cuticular protein analogous to peritrophins 3-d1 precursor	101	105	186	105	145	188	39	32	231	105	83	63
Caust.v2_000126-RA	Caust.v2_000126	NA	1	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_000127-RA	Caust.v2_000127	probable chitinase 3-like	8	10	7	3	2	1	2	2	2	2	4	0
Caust.v2_000128-RA	Caust.v2_000128	actin-related protein 5-like	2281	1586	1967	1957	1423	1746	1962	2104	1546	1580	1661	2136
Caust.v2_000129-RA	Caust.v2_000129	zinc finger protein 717-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000130-RA	Caust.v2_000130	zinc finger protein 346-like	1344	441	877	908	326	1288	1724	1735	676	1050	724	2473
Caust.v2_000131-RA	Caust.v2_000131	NA	57	14	26	31	22	23	29	43	26	19	22	55
Caust.v2_000132-RA	Caust.v2_000132	NA	2	2	1	7	2	4	5	8	11	3	3	2
Caust.v2_000133-RA	Caust.v2_000133	NA	3	3	3	1	4	1	1	3	15	0	1	2
Caust.v2_000134-RA	Caust.v2_000134	NA	0	0	0	3	1	0	4	5	4	3	5	1
Caust.v2_000135-RA	Caust.v2_000135	NA	0	0	0	1	0	0	0	3	2	3	4	0
Caust.v2_000136-RB	Caust.v2_000136	protein split ends	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000136-RA	Caust.v2_000136	protein split ends	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000136-RD	Caust.v2_000136	protein split ends	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000136-RA	Caust.v2_000136	protein split ends	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000136-RA	Caust.v2_000136	protein split ends	544	640	486	880	467	430	382	626	452	469	540	437
Caust.v2_000136-RA	Caust.v2_000136	protein split ends	94	44	58	137	31	67	69	148	120	103	89	68
Caust.v2_000136-RC	Caust.v2_000136	protein split ends	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000136-RD	Caust.v2_000136	protein split ends	4	0	0	1	1	3	2	1	2	0	1	1
Caust.v2_000137-RA	Caust.v2_000137	NA	10	10	5	23	11	5	2	6	21	11	6	2
Caust.v2_000138-RA	Caust.v2_000138	zinc-regulated protein 8-like isoform x1	46	95	45	141	98	34	57	42	54	58	71	43
Caust.v2_000139-RA	Caust.v2_000139	NA	16	42	47	65	29	13	22	18	30	28	25	9
Caust.v2_000140-RA	Caust.v2_000140	NA	3	17	20	22	19	9	14	12	8	8	7	5
Caust.v2_000141-RA	Caust.v2_000141	NA	0	0	0	0	4	0	0	0	5	0	0	1
Caust.v2_000142-RA	Caust.v2_000142	upf0605 protein cg18335-like	3	3	3	6	2	0	3	4	4	0	2	1
Caust.v2_000143-RB	Caust.v2_000143	kynurenine--oxoglutarate transaminase 3-like	1038	1068	1104	1340	1158	1052	861	1288	1129	910	1122	999
Caust.v2_000143-RB	Caust.v2_000143	kynurenine--oxoglutarate transaminase 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000143-RA	Caust.v2_000143	kynurenine--oxoglutarate transaminase 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000144-RA	Caust.v2_000144	NA	613	303	490	426	294	540	805	730	395	459	419	960
Caust.v2_000145-RA	Caust.v2_000145	NA	1112	1189	840	1623	862	550	534	715	738	815	1121	542
Caust.v2_000146-RA	Caust.v2_000146	 	4776	6900	5253	13074	15441	3524	2849	6789	10078	6722	6159	1786
Caust.v2_000147-RA	Caust.v2_000147	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000148-RA	Caust.v2_000148	NA	929	867	708	1081	643	609	505	646	620	685	749	509
Caust.v2_000149-RA	Caust.v2_000149	uncharacterized protein loc725508 isoform x7	1697	2468	2096	2611	1813	1202	1340	1393	1546	998	2058	1356
Caust.v2_000150-RA	Caust.v2_000150	NA	3	3	5	2	1	1	6	6	3	4	5	2
Caust.v2_000151-RA	Caust.v2_000151	NA	0	0	0	0	0	0	0	1	0	0	0	1
Caust.v2_000152-RA	Caust.v2_000152	NA	85	47	76	92	52	73	104	130	55	73	64	132
Caust.v2_000153-RA	Caust.v2_000153	gamma-glutamylcyclotransferase cg2811-like	2	0	0	2	0	0	2	3	0	1	1	0
Caust.v2_000154-RA	Caust.v2_000154	pyruvate dehydrogenase	131	182	126	195	154	111	134	100	189	93	188	104
Caust.v2_000155-RA	Caust.v2_000155	pyruvate dehydrogenase	619	710	695	687	578	595	532	320	781	431	616	389
Caust.v2_000156-RA	Caust.v2_000156	NA	2724	3549	2689	3417	3264	1961	2942	2459	2136	1863	2106	2837
Caust.v2_000157-RA	Caust.v2_000157	NA	8	10	10	11	21	5	3	7	4	8	7	0
Caust.v2_000158-RA	Caust.v2_000158	NA	11	6	12	21	13	10	3	8	6	9	2	21
Caust.v2_000158-RB	Caust.v2_000158	NA	860	883	976	778	797	853	923	1017	775	713	749	1076
Caust.v2_000159-RA	Caust.v2_000159	NA	0	6	4	9	2	0	3	5	3	5	2	5
Caust.v2_000160-RA	Caust.v2_000160	dihydrofolate reductase	149	178	175	231	170	226	267	253	194	117	219	340
Caust.v2_000161-RC	Caust.v2_000161	cyclin-dependent kinase 4 isoform x2	8	31	18	35	21	22	90	64	35	31	131	55
Caust.v2_000161-RE	Caust.v2_000161	cyclin-dependent kinase 4 isoform x2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000161-RF	Caust.v2_000161	cyclin-dependent kinase 4 isoform x2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000161-RE	Caust.v2_000161	cyclin-dependent kinase 4 isoform x2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000161-RB	Caust.v2_000161	cyclin-dependent kinase 4 isoform x2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000161-RF	Caust.v2_000161	cyclin-dependent kinase 4 isoform x2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000161-RF	Caust.v2_000161	cyclin-dependent kinase 4 isoform x2	0	0	0	3	1	0	2	4	0	3	3	2
Caust.v2_000161-RF	Caust.v2_000161	cyclin-dependent kinase 4 isoform x2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000161-RF	Caust.v2_000161	cyclin-dependent kinase 4 isoform x2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000161-RA	Caust.v2_000161	cyclin-dependent kinase 4 isoform x2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000161-RE	Caust.v2_000161	cyclin-dependent kinase 4 isoform x2	0	6	2	12	1	6	9	15	10	4	19	4
Caust.v2_000162-RA	Caust.v2_000162	NA	1	3	6	2	2	3	11	6	3	8	4	2
Caust.v2_000163-RA	Caust.v2_000163	63 kda sperm flagellar membrane protein	1907	1229	1670	1606	1215	1535	2216	2030	1357	1267	1314	2935
Caust.v2_000164-RA	Caust.v2_000164	protein n-terminal glutamine amidohydrolase	586	354	382	499	331	465	493	606	350	332	335	854
Caust.v2_000165-RB	Caust.v2_000165	isochorismatase domain-containing protein mitochondrial-like	59	27	51	46	37	42	37	70	44	32	45	33
Caust.v2_000165-RB	Caust.v2_000165	isochorismatase domain-containing protein mitochondrial-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000165-RA	Caust.v2_000165	isochorismatase domain-containing protein mitochondrial-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000166-RA	Caust.v2_000166	deoxyuridine 5 -triphosphate nucleotidohydrolase	13	7	17	9	5	12	26	25	6	18	15	31
Caust.v2_000167-RA	Caust.v2_000167	NA	3264	3146	3315	2718	2985	2211	1151	2119	2366	2069	2437	1297
Caust.v2_000168-RB	Caust.v2_000168	NA	930	760	717	779	771	491	258	409	427	493	441	333
Caust.v2_000169-RA	Caust.v2_000169	probable inactive trna-specific adenosine deaminase-like protein 3-like	474	177	291	261	210	286	297	383	252	234	244	309
Caust.v2_000170-RA	Caust.v2_000170	receptor-type tyrosine-protein phosphatase delta-like	42	64	58	32	22	52	20	25	83	28	43	9
Caust.v2_000171-RA	Caust.v2_000171	uncharacterized protein loc100876765	30	30	40	54	28	40	27	52	44	32	51	35
Caust.v2_000172-RA	Caust.v2_000172	NA	40	48	38	78	52	103	28	14	123	37	32	37
Caust.v2_000173-RA	Caust.v2_000173	NA	187	113	152	631	66	85	44	90	73	107	106	71
Caust.v2_000174-RA	Caust.v2_000174	dehydrogenase reductase sdr family member 11-like	106	110	100	111	55	91	117	114	73	118	69	138
Caust.v2_000175-RA	Caust.v2_000175	NA	475	231	311	358	215	367	539	669	272	346	331	678
Caust.v2_000176-RA	Caust.v2_000176	NA	2	0	3	1	0	1	2	13	3	0	3	1
Caust.v2_000177-RA	Caust.v2_000177	NA	1	3	3	1	2	1	0	0	1	5	1	0
Caust.v2_000178-RA	Caust.v2_000178	NA	103	136	79	123	155	51	68	92	77	54	92	55
Caust.v2_000179-RA	Caust.v2_000179	NA	0	0	0	1	0	0	1	0	0	2	0	0
Caust.v2_000180-RA	Caust.v2_000180	NA	0	0	6	0	1	0	1	4	0	2	0	4
Caust.v2_000181-RA	Caust.v2_000181	NA	0	1	0	0	0	1	2	0	1	0	0	0
Caust.v2_000182-RA	Caust.v2_000182	somatostatin receptor type 2-like	5	2	4	3	6	6	1	3	3	1	1	1
Caust.v2_000183-RA	Caust.v2_000183	NA	2	1	3	3	0	6	0	1	0	2	1	1
Caust.v2_000184-RA	Caust.v2_000184	guanylate cyclase 32e-like	141	121	321	106	207	61	49	69	118	138	92	19
Caust.v2_000185-RA	Caust.v2_000185	NA	2	0	1	0	0	1	1	6	7	0	3	0
Caust.v2_000186-RA	Caust.v2_000186	NA	1	1	0	1	0	5	0	0	3	1	1	0
Caust.v2_000187-RA	Caust.v2_000187	guanylate cyclase 32e-like	15	16	16	14	24	6	6	14	8	6	13	5
Caust.v2_000188-RA	Caust.v2_000188	NA	2	1	4	0	1	2	2	2	5	4	3	0
Caust.v2_000189-RA	Caust.v2_000189	guanylate cyclase 32e-like	4400	4934	3653	3928	4550	2585	2397	3015	2133	2209	2999	1966
Caust.v2_000190-RD	Caust.v2_000190	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000191-RA	Caust.v2_000191	chromosome-associated kinesin kif4	2	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_000192-RA	Caust.v2_000192	isoform z	422	394	331	482	351	655	236	450	1455	498	436	174
Caust.v2_000193-RA	Caust.v2_000193	trna-splicing ligase homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000194-RA	Caust.v2_000194	trna-splicing ligase homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000195-RA	Caust.v2_000195	NA	1	1	0	0	2	4	1	0	4	0	4	0
Caust.v2_000196-RA	Caust.v2_000196	NA	2	1	1	1	2	13	1	1	0	0	0	4
Caust.v2_000197-RA	Caust.v2_000197	pescadillo homolog	1681	1136	1486	1839	1214	1439	1965	2204	1377	1472	1407	2380
Caust.v2_000198-RA	Caust.v2_000198	cgmp-dependent protein isozyme 1-like	4957	9006	7270	10119	8777	2937	3112	4338	4756	4855	5983	3839
Caust.v2_000199-RA	Caust.v2_000199	atp-binding cassette sub-family c member sur-like	121	269	186	359	316	75	106	148	139	148	168	83
Caust.v2_000200-RA	Caust.v2_000200	atp-binding cassette transporter sub-family c member 9	427	484	466	1009	548	957	334	996	882	558	842	297
Caust.v2_000201-RA	Caust.v2_000201	NA	458	335	402	368	316	417	276	347	382	357	316	326
Caust.v2_000202-RA	Caust.v2_000202	NA	904	577	627	759	540	566	470	569	703	602	570	520
Caust.v2_000202-RB	Caust.v2_000202	NA	1	0	1	0	0	2	0	4	5	4	2	0
Caust.v2_000203-RA	Caust.v2_000203	NA	1	1	2	1	2	1	1	4	5	1	4	1
Caust.v2_000204-RA	Caust.v2_000204	NA	3	0	1	1	0	0	0	1	1	1	1	1
Caust.v2_000205-RA	Caust.v2_000205	NA	5	2	4	5	2	2	6	1	10	1	4	1
Caust.v2_000206-RA	Caust.v2_000206	NA	0	0	0	2	1	3	2	7	12	0	2	0
Caust.v2_000207-RA	Caust.v2_000207	fox-1-like protein a	29	16	15	25	21	18	16	39	27	21	21	30
Caust.v2_000208-RA	Caust.v2_000208	NA	4	1	0	0	2	1	2	4	6	1	1	0
Caust.v2_000209-RA	Caust.v2_000209	NA	3	2	0	0	0	4	1	1	5	1	1	0
Caust.v2_000210-RA	Caust.v2_000210	 	94	46	48	84	57	75	47	86	81	92	67	78
Caust.v2_000211-RA	Caust.v2_000211	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_000212-RA	Caust.v2_000212	NA	0	0	0	0	0	0	0	2	0	0	0	0
Caust.v2_000213-RA	Caust.v2_000213	NA	0	0	0	0	0	0	0	0	3	0	2	0
Caust.v2_000214-RA	Caust.v2_000214	NA	0	0	0	0	0	0	0	1	2	0	0	0
Caust.v2_000215-RA	Caust.v2_000215	NA	0	0	0	0	0	0	0	0	3	0	0	0
Caust.v2_000216-RA	Caust.v2_000216	NA	0	0	0	0	1	0	0	0	5	0	0	0
Caust.v2_000217-RA	Caust.v2_000217	NA	0	1	0	0	0	1	0	0	2	0	0	2
Caust.v2_000218-RA	Caust.v2_000218	NA	0	0	0	0	0	0	0	0	1	0	0	1
Caust.v2_000219-RA	Caust.v2_000219	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000220-RA	Caust.v2_000220	NA	1	0	0	0	0	0	2	0	3	1	0	0
Caust.v2_000221-RA	Caust.v2_000221	NA	0	1	0	0	0	0	0	0	2	0	0	0
Caust.v2_000222-RA	Caust.v2_000222	NA	1	0	0	0	0	0	3	1	2	2	0	0
Caust.v2_000223-RA	Caust.v2_000223	NA	27	11	11	11	4	5	9	12	12	16	20	16
Caust.v2_000224-RA	Caust.v2_000224	NA	0	1	1	0	0	0	0	0	0	0	0	1
Caust.v2_000225-RA	Caust.v2_000225	NA	0	2	0	0	2	3	0	0	0	0	1	0
Caust.v2_000226-RA	Caust.v2_000226	NA	17	14	18	7	11	13	7	5	18	12	15	8
Caust.v2_000227-RA	Caust.v2_000227	 	19	9	3	17	7	2	11	9	3	7	2	12
Caust.v2_000228-RB	Caust.v2_000228	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000228-RA	Caust.v2_000228	NA	2125	1780	1607	1934	1250	1592	1229	1593	1705	1630	1530	1339
Caust.v2_000228-RA	Caust.v2_000228	NA	73	35	37	69	29	46	29	71	62	45	44	39
Caust.v2_000229-RA	Caust.v2_000229	NA	0	1	1	0	0	0	0	0	0	1	0	0
Caust.v2_000230-RA	Caust.v2_000230	NA	0	0	0	0	0	0	0	0	3	0	2	0
Caust.v2_000231-RA	Caust.v2_000231	NA	0	0	0	0	0	4	2	3	3	2	5	1
Caust.v2_000232-RA	Caust.v2_000232	NA	0	0	0	0	0	0	1	0	2	0	0	2
Caust.v2_000233-RA	Caust.v2_000233	NA	0	0	0	0	0	0	0	1	1	1	0	1
Caust.v2_000234-RA	Caust.v2_000234	NA	0	0	1	1	1	0	0	1	8	3	0	0
Caust.v2_000235-RA	Caust.v2_000235	NA	0	1	0	0	0	1	0	2	1	0	1	0
Caust.v2_000236-RA	Caust.v2_000236	NA	0	0	0	0	0	0	0	2	3	5	0	0
Caust.v2_000237-RA	Caust.v2_000237	NA	1	1	0	0	1	0	0	1	10	0	0	0
Caust.v2_000238-RA	Caust.v2_000238	NA	0	0	0	0	0	1	0	0	1	1	0	0
Caust.v2_000239-RA	Caust.v2_000239	NA	0	0	0	2	0	1	0	0	7	0	4	0
Caust.v2_000240-RA	Caust.v2_000240	 	3	3	3	3	3	5	5	0	14	2	3	11
Caust.v2_000241-RA	Caust.v2_000241	transmembrane protein mitochondrial-like	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000242-RA	Caust.v2_000242	dehydrogenase reductase sdr family protein 7-like	1223	1084	1285	1195	924	1234	1387	1486	1101	1080	1024	1419
Caust.v2_000243-RA	Caust.v2_000243	 	950	451	792	727	396	860	1334	1290	560	691	644	1661
Caust.v2_000244-RA	Caust.v2_000244	stress-activated map kinase-interacting protein 1	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_000245-RA	Caust.v2_000245	NA	7	12	3	10	3	3	0	0	5	4	4	0
Caust.v2_000246-RA	Caust.v2_000246	NA	0	1	0	1	0	0	0	0	0	0	0	0
Caust.v2_000247-RA	Caust.v2_000247	NA	7	4	6	18	8	10	11	12	13	9	10	12
Caust.v2_000248-RA	Caust.v2_000248	NA	0	0	1	2	0	0	2	3	2	1	2	0
Caust.v2_000249-RA	Caust.v2_000249	NA	2	0	0	0	0	0	1	4	0	0	1	0
Caust.v2_000250-RA	Caust.v2_000250	NA	18	7	48	21	12	11	10	12	7	18	12	11
Caust.v2_000251-RA	Caust.v2_000251	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_000252-RA	Caust.v2_000252	NA	0	0	0	0	0	0	0	0	1	0	2	0
Caust.v2_000253-RA	Caust.v2_000253	plancitoxin-1-like isoform x1	365	238	331	320	217	342	265	281	389	418	241	245
Caust.v2_000254-RA	Caust.v2_000254	protein vav	319	340	302	341	292	241	204	256	245	211	250	251
Caust.v2_000255-RA	Caust.v2_000255	protein vav	1077	1163	1160	1363	1149	970	788	940	930	933	953	903
Caust.v2_000256-RB	Caust.v2_000256	torsin-like protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000256-RB	Caust.v2_000256	torsin-like protein	886	736	1017	841	744	903	908	1075	878	792	668	905
Caust.v2_000256-RA	Caust.v2_000256	torsin-like protein	9	8	11	3	3	15	5	7	3	4	1	10
Caust.v2_000257-RA	Caust.v2_000257	b( +)-type amino acid transporter 1	3994	3632	3758	3207	3069	3220	2854	3584	3733	2667	3274	4078
Caust.v2_000258-RA	Caust.v2_000258	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RG	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RD	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RA	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RD	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RD	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RD	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RD	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RD	Caust.v2_000259	probable elongator complex protein 3-like	533	528	756	492	314	442	522	602	267	371	413	594
Caust.v2_000259-RE	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RG	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RC	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RE	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RB	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RD	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000259-RD	Caust.v2_000259	probable elongator complex protein 3-like	37	43	39	14	25	55	44	77	34	38	21	45
Caust.v2_000259-RF	Caust.v2_000259	probable elongator complex protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000260-RA	Caust.v2_000260	NA	2	6	1	6	4	0	4	6	1	5	7	1
Caust.v2_000261-RA	Caust.v2_000261	NA	2	2	1	3	0	8	4	3	10	5	2	6
Caust.v2_000262-RA	Caust.v2_000262	NA	0	3	1	3	2	1	0	1	2	1	2	4
Caust.v2_000263-RA	Caust.v2_000263	tbc1 domain family member 4-like	270	384	168	319	205	97	132	181	213	143	258	172
Caust.v2_000264-RA	Caust.v2_000264	 	70	35	55	38	24	115	89	80	77	57	64	45
Caust.v2_000265-RA	Caust.v2_000265	ras-responsive element-binding protein 1	19	13	14	18	21	23	23	30	23	19	10	15
Caust.v2_000266-RD	Caust.v2_000266	nad-dependent protein deacetylase sirt6 isoform x1	36	16	28	18	15	32	44	35	18	23	11	27
Caust.v2_000266-RC	Caust.v2_000266	nad-dependent protein deacetylase sirt6 isoform x1	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_000266-RC	Caust.v2_000266	nad-dependent protein deacetylase sirt6 isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000266-RB	Caust.v2_000266	nad-dependent protein deacetylase sirt6 isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000266-RA	Caust.v2_000266	nad-dependent protein deacetylase sirt6 isoform x1	3	0	0	4	2	1	0	2	6	1	1	2
Caust.v2_000266-RD	Caust.v2_000266	nad-dependent protein deacetylase sirt6 isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000267-RA	Caust.v2_000267	NA	4	0	4	2	4	2	3	5	1	4	4	5
Caust.v2_000268-RA	Caust.v2_000268	NA	0	0	1	1	0	0	0	0	0	0	1	0
Caust.v2_000269-RA	Caust.v2_000269	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_000270-RA	Caust.v2_000270	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_000271-RA	Caust.v2_000271	NA	0	0	3	0	0	0	0	0	0	0	0	0
Caust.v2_000272-RA	Caust.v2_000272	NA	0	3	8	13	1	8	5	2	1	7	11	0
Caust.v2_000273-RA	Caust.v2_000273	NA	2	0	0	4	0	1	0	3	2	1	1	1
Caust.v2_000274-RA	Caust.v2_000274	NA	3	5	10	4	6	3	4	1	1	1	11	0
Caust.v2_000275-RA	Caust.v2_000275	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_000276-RA	Caust.v2_000276	NA	3	4	1	0	0	3	1	2	1	0	2	1
Caust.v2_000277-RA	Caust.v2_000277	NA	0	0	0	0	0	0	0	0	1	1	0	0
Caust.v2_000278-RA	Caust.v2_000278	NA	0	0	0	0	1	0	0	0	0	1	0	0
Caust.v2_000279-RA	Caust.v2_000279	NA	0	0	0	0	0	0	3	0	2	0	0	0
Caust.v2_000280-RA	Caust.v2_000280	NA	0	1	0	2	2	0	6	0	0	0	1	0
Caust.v2_000281-RA	Caust.v2_000281	dual specificity protein phosphatase cdc14a-like isoform x1	10	12	7	13	12	6	14	10	7	14	12	5
Caust.v2_000282-RA	Caust.v2_000282	NA	1	3	5	3	1	3	0	4	8	0	3	2
Caust.v2_000283-RA	Caust.v2_000283	phosphoenolpyruvate carboxykinase	0	0	0	0	0	0	0	0	0	0	0	3
Caust.v2_000284-RC	Caust.v2_000284	x-linked retinitis pigmentosa gtpase regulator-like protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000284-RA	Caust.v2_000284	x-linked retinitis pigmentosa gtpase regulator-like protein	2	2	4	1	3	3	0	3	3	5	4	7
Caust.v2_000284-RD	Caust.v2_000284	x-linked retinitis pigmentosa gtpase regulator-like protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000284-RA	Caust.v2_000284	x-linked retinitis pigmentosa gtpase regulator-like protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000284-RA	Caust.v2_000284	x-linked retinitis pigmentosa gtpase regulator-like protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000284-RA	Caust.v2_000284	x-linked retinitis pigmentosa gtpase regulator-like protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000284-RA	Caust.v2_000284	x-linked retinitis pigmentosa gtpase regulator-like protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000284-RF	Caust.v2_000284	x-linked retinitis pigmentosa gtpase regulator-like protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000284-RB	Caust.v2_000284	x-linked retinitis pigmentosa gtpase regulator-like protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000285-RA	Caust.v2_000285	udp- c:betagal beta- -n-acetylglucosaminyltransferase 5-like	508	770	554	437	588	444	478	659	547	409	285	1048
Caust.v2_000286-RA	Caust.v2_000286	probable serine threonine-protein kinase dyrk2-like	705	655	716	709	574	556	653	688	553	467	553	625
Caust.v2_000287-RA	Caust.v2_000287	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000288-RA	Caust.v2_000288	NA	0	0	0	0	0	1	1	0	0	0	1	0
Caust.v2_000289-RA	Caust.v2_000289	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_000290-RA	Caust.v2_000290	NA	0	3	2	0	0	0	1	1	2	0	0	3
Caust.v2_000291-RA	Caust.v2_000291	NA	0	0	0	0	0	0	0	2	0	0	0	0
Caust.v2_000292-RA	Caust.v2_000292	NA	0	0	0	2	1	0	0	1	0	0	1	0
Caust.v2_000293-RA	Caust.v2_000293	lim homeobox transcription factor 1-beta-like	14	12	14	23	8	17	8	13	27	17	24	7
Caust.v2_000294-RA	Caust.v2_000294	proton-coupled amino acid transporter 4-like	0	2	0	3	3	2	1	3	2	0	1	0
Caust.v2_000294-RB	Caust.v2_000294	proton-coupled amino acid transporter 4-like	1393	584	756	1162	455	1069	1749	1687	928	904	833	4520
Caust.v2_000294-RB	Caust.v2_000294	proton-coupled amino acid transporter 4-like	4	0	1	1	0	1	1	2	1	3	1	1
Caust.v2_000295-RA	Caust.v2_000295	NA	2	0	2	1	2	0	0	0	1	0	0	0
Caust.v2_000296-RA	Caust.v2_000296	NA	0	0	0	1	2	1	1	1	1	1	0	0
Caust.v2_000297-RA	Caust.v2_000297	NA	6	5	2	1	0	9	4	10	8	1	7	1
Caust.v2_000298-RD	Caust.v2_000298	swi snf-related matrix-associated actin-dependent regulator of chromatin subfamily a containing dead h box 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000298-RC	Caust.v2_000298	swi snf-related matrix-associated actin-dependent regulator of chromatin subfamily a containing dead h box 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000298-RC	Caust.v2_000298	swi snf-related matrix-associated actin-dependent regulator of chromatin subfamily a containing dead h box 1 homolog	526	310	416	456	258	436	754	680	284	405	391	1337
Caust.v2_000298-RA	Caust.v2_000298	swi snf-related matrix-associated actin-dependent regulator of chromatin subfamily a containing dead h box 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000298-RC	Caust.v2_000298	swi snf-related matrix-associated actin-dependent regulator of chromatin subfamily a containing dead h box 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000299-RA	Caust.v2_000299	glycerophosphodiester phosphodiesterase domain-containing protein 1-like	0	0	0	0	0	2	0	0	0	0	0	0
Caust.v2_000300-RA	Caust.v2_000300	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_000301-RA	Caust.v2_000301	protein mago nashi	0	0	0	0	0	0	0	0	0	0	0	0
