GeneInfo	AM_N_056	AM_N_068	AM_N_072	AM_P_053	AM_P_057	AM_P_061	AM_SL_050	AM_SL_054	AM_SL_058	AM_SM_051	AM_SM_059	AM_SM_075
rna-XM_026444350.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444370.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444362.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444334.1	0	1	0	1	0	0	1	0	0	0	1	0
rna-XM_026443780.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443778.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443787.1	0	0	3	3	0	4	0	1	0	0	0	0
rna-XM_006559882.3	50	4	7	28	13	0	9	16	5	14	11	38
rna-XM_006559884.3	593	310	286	605	233	793	359	505	444	483	468	1044
rna-XM_026439028.1	44	39	25	54	48	53	43	55	26	54	52	71
rna-XM_026438982.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439001.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439016.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439022.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439025.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439026.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439004.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439000.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439013.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913949.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438998.1	0	1	2	1	0	2	1	3	0	0	4	1
rna-XM_026438987.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439010.1	155	68	93	209	90	193	74	155	130	121	117	208
rna-XM_394233.7	63	42	48	57	36	63	51	76	36	69	74	69
rna-XM_026443444.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_623297.6	1	3	1	6	1	2	0	8	3	0	0	8
rna-XM_006560256.3	11	14	3	27	2	12	4	6	2	15	10	32
rna-XM_001121709.5	1406	1594	452	1908	190	880	506	798	281	1240	1108	1357
rna-XM_026441732.1	18	12	5	18	3	11	10	13	5	29	7	23
rna-XR_408682.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001706452.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001703847.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001121762.5	7	6	9	10	2	8	7	9	5	9	7	9
rna-XM_016913395.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913396.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026444000.1	0	0	0	0	0	3	0	0	2	0	1	0
rna-XM_026444001.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443993.1	14	3	15	5	9	14	14	28	9	12	24	13
rna-XM_026443997.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443999.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443995.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306550.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443986.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443980.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443978.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006560262.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305793.1	28	20	24	29	14	24	22	29	14	30	28	23
rna-XR_003305792.1	1085	407	413	636	290	687	438	787	729	677	520	965
rna-XM_016914585.2	0	1	1	2	1	0	1	2	0	1	1	1
rna-XM_026442847.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442853.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249619.4	234	151	196	254	159	281	169	263	230	259	374	303
rna-XM_016917958.2	1236	461	449	885	301	557	539	1365	350	1222	533	1579
rna-XM_006560271.3	18	9	6	10	4	7	7	8	4	15	11	9
rna-XM_026443482.1	6	0	2	8	3	14	8	13	4	6	5	12
rna-XM_395482.7	302	298	184	353	176	427	269	358	273	350	288	464
rna-XR_003304214.1	455	217	231	367	267	490	383	385	473	387	380	527
rna-XM_026439104.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439138.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439115.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439114.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439112.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439193.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439163.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439129.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439119.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439126.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439121.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439100.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439134.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439144.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439136.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439159.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439125.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439173.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439155.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439128.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439182.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439177.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439170.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439162.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439148.1	5	3	0	0	0	7	1	3	3	5	3	8
rna-XM_026439141.1	0	5	0	1	1	4	1	4	0	0	1	0
rna-XM_026439190.1	0	0	0	0	0	1	2	0	0	0	0	1
rna-XR_001702295.2	2	1	1	2	1	3	2	1	1	3	1	5
rna-XR_003304210.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_408870.3	11	11	8	16	8	24	5	23	8	13	20	8
rna-XM_026446261.1	2	1	0	2	1	0	0	0	0	0	0	2
rna-XR_003306099.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026445217.1	0	0	0	0	0	0	0	0	2	0	0	0
rna-XM_026442677.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442676.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305305.1	3	0	2	1	3	1	0	1	2	0	1	3
rna-XR_409142.3	6	5	5	6	8	8	6	7	7	7	3	17
rna-XR_003305308.1	1	5	5	5	2	5	3	1	2	3	0	3
rna-XR_003305303.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305304.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001704391.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305306.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305307.1	16	6	7	11	6	13	3	2	13	10	4	13
rna-XM_006561912.3	10168	3309	3915	6549	2927	5548	3254	6570	4884	6822	4657	11902
rna-XM_006561913.3	50	44	54	36	32	28	31	38	26	40	50	28
rna-XM_392160.6	51	43	33	48	34	47	43	40	56	49	51	57
rna-XM_026445754.1	5	2	1	1	0	1	4	1	1	2	2	7
rna-XR_409249.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_392161.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561914.3	676	138	228	446	144	995	250	246	332	229	345	738
rna-XM_392162.7	1519	824	794	1308	741	1631	869	1199	884	1664	1249	1639
rna-XM_006561917.3	141	70	57	116	70	130	73	86	110	122	122	214
rna-XM_395780.7	21	9	5	12	8	19	8	13	11	19	22	21
rna-XM_006561916.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561915.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442581.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003304851.1	957	257	365	690	287	495	339	492	378	502	268	770
rna-XM_026441250.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441248.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441254.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441253.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441258.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441242.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441246.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441259.1	2	2	1	1	1	7	3	1	3	1	5	5
rna-XR_409251.3	0	0	0	1	0	1	4	1	0	5	2	2
rna-XR_409250.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016911157.2	11	6	3	6	1	5	11	7	11	15	16	20
rna-XM_006561918.3	96	54	49	77	49	77	64	67	50	67	79	80
rna-XR_001702356.2	266	158	179	319	193	531	173	223	149	336	416	279
rna-XM_623718.5	886	317	327	544	211	533	322	524	463	646	438	982
rna-XM_001120612.4	565	449	333	439	280	574	374	448	380	587	474	677
rna-XM_026441279.1	365	175	190	226	143	300	207	251	187	338	277	438
rna-XM_001120697.5	321	189	164	238	168	269	159	231	206	207	274	377
rna-NM_001040264.1	519	212	318	256	165	224	189	454	163	252	268	339
rna-XM_395266.7	465	288	236	376	243	460	278	315	296	455	491	554
rna-XM_026441293.1	0	0	0	0	0	0	1	0	0	0	0	0
rna-XM_026441285.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441289.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305418.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305417.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305406.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305404.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443160.1	4	0	5	2	2	3	0	6	2	0	6	9
rna-XM_026443149.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443148.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443146.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443162.1	28	9	19	22	4	19	7	16	17	4	8	12
rna-XM_026443157.1	36	7	20	20	9	7	13	19	17	21	23	17
rna-XM_006561922.3	90	44	40	85	22	44	36	53	76	72	27	95
rna-XM_006561923.3	159	88	76	110	44	129	85	86	105	134	86	156
rna-XM_396690.7	9	7	11	30	8	14	14	8	3	21	13	29
rna-XM_006561924.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443501.1	331	269	269	244	262	325	315	284	276	417	612	437
rna-XM_395573.6	196	83	62	101	99	87	86	169	104	119	180	128
rna-XM_026446262.1	846	467	477	616	280	747	437	657	521	658	671	856
rna-XM_003249940.4	391	216	224	302	163	231	195	222	183	405	308	407
rna-XM_006561926.2	0	1	0	0	0	1	0	0	0	0	4	0
rna-XM_016917948.2	2	1	2	4	1	2	3	2	7	6	3	2
rna-XM_016917879.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249936.4	188	58	67	112	77	103	81	88	91	131	110	178
rna-XM_026445618.1	148	129	102	161	74	242	130	150	163	163	139	240
rna-XR_003306171.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_624227.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003249937.4	407	211	206	356	213	445	298	417	322	506	392	652
rna-XM_006561927.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_624278.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561928.3	2	4	4	7	2	5	0	2	2	1	3	4
rna-XM_624294.6	1952	1058	1172	1575	690	1300	984	1370	1075	1451	1294	1833
rna-XM_026445633.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026445632.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_624461.6	658	371	372	574	370	634	394	356	447	476	522	628
rna-XM_393087.7	1530	966	879	1167	845	1560	1037	1373	1032	1687	1688	1835
rna-XM_026442151.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442152.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442156.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_396881.6	191	119	101	165	82	187	140	180	153	194	161	274
rna-XM_006561938.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_397474.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561937.3	2309	1032	1032	1726	847	1989	1033	1911	1221	2036	1423	2662
rna-XM_006561930.3	4	3	0	1	3	4	4	3	1	6	2	10
rna-XM_397473.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561931.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016917793.2	0	1	1	0	0	0	2	2	0	1	1	2
rna-XM_016917794.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561936.3	0	0	3	0	0	0	0	0	0	0	0	0
rna-XM_006561934.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561935.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_625002.6	562	207	186	368	137	302	213	276	384	340	270	568
rna-XM_001121177.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561940.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561939.3	114	46	55	84	51	95	54	93	73	63	77	110
rna-XM_001121269.5	133	85	73	114	34	128	86	93	94	92	60	146
rna-XM_006561941.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561942.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442425.1	0	3	6	4	3	5	1	1	2	2	4	5
rna-XR_409257.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_409256.3	0	1	0	0	0	1	0	0	0	1	0	1
rna-XM_001121365.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561946.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561948.3	24	5	14	10	3	5	4	9	9	10	8	9
rna-XR_003306334.1	1	2	1	0	0	0	0	1	0	2	0	4
rna-XR_003305370.1	0	0	2	1	0	1	2	0	0	1	4	0
rna-XM_006561949.3	1	0	0	2	1	1	3	0	1	0	1	2
rna-XM_026441180.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561950.3	1715	1067	1009	1248	1102	1531	1074	1895	1281	1679	2616	1919
rna-XM_026446263.1	71	49	29	77	21	112	51	99	75	99	98	182
rna-XR_003306045.1	37	21	28	28	3	33	25	27	31	53	24	66
rna-XM_006561955.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006561954.3	4	3	0	1	4	2	3	5	4	6	3	13
rna-XM_006561956.3	86	24	13	12	6	32	34	47	50	83	51	123
rna-XM_001121554.5	880	472	463	871	395	1000	534	599	612	752	613	1105
rna-XM_026445349.1	313	124	189	209	98	158	134	149	121	231	129	284
rna-XM_016917074.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016917078.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001121644.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016917061.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_395605.6	1546	758	788	1093	623	1331	852	1180	1051	1332	1189	2019
rna-XM_026438972.1	0	0	0	2	0	1	0	0	0	0	0	0
rna-XM_006562508.3	0	0	0	0	0	0	1	0	1	0	0	0
rna-XM_624204.6	221	122	111	189	98	184	118	156	113	230	239	275
rna-XM_001123187.5	0	1	0	2	0	1	0	0	0	0	0	1
rna-XM_006562510.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562512.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562513.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562516.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026438946.1	2	0	2	1	0	3	2	5	1	2	1	1
rna-XM_006562511.3	0	2	1	0	0	0	0	0	0	0	1	0
rna-XM_006562515.3	4	2	4	1	4	2	2	6	3	1	1	2
rna-XM_026441934.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441936.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441929.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441937.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016917799.2	0	1	0	3	0	2	0	0	0	0	0	5
rna-XM_006562519.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562518.3	0	0	0	0	0	0	1	0	1	0	1	0
rna-XM_623804.6	2423	1035	1017	1505	537	2037	1086	1373	1154	1536	1218	2144
rna-XM_623179.5	731	367	300	494	302	531	418	553	460	656	528	862
rna-XM_003250068.4	2583	969	799	1113	559	871	744	1361	764	1133	717	1732
rna-XM_395743.7	2	0	0	1	0	3	0	0	0	1	3	4
rna-XM_006562520.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_623298.6	685	449	436	579	323	797	477	681	482	902	754	1000
rna-XM_006562525.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446055.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446053.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562527.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913824.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913819.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446054.1	1	0	1	2	0	0	0	0	1	1	0	2
rna-XM_016913826.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562524.3	2	1	0	0	0	1	0	0	0	0	0	0
rna-XM_006562529.3	0	0	0	0	0	0	0	0	0	0	1	0
rna-XM_392157.6	40	25	25	32	22	33	25	41	33	41	93	67
rna-XM_006562526.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562523.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_409477.3	19	9	17	5	8	21	9	4	22	1	9	12
rna-XR_409475.3	5	0	3	6	5	3	6	1	0	3	10	10
rna-XR_001704122.2	11	8	7	8	3	9	2	3	12	11	8	18
rna-XR_003306501.1	7	0	4	14	3	5	1	1	2	3	4	14
rna-XR_409472.3	6	1	8	5	1	1	0	1	0	6	1	8
rna-XR_001704121.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001704120.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_409469.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306495.1	2	2	4	6	10	10	4	2	15	8	8	12
rna-XR_003306496.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306494.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306500.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306497.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306493.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306498.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306499.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_409462.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_409463.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446056.1	76	21	26	45	27	40	29	49	24	51	31	98
rna-XR_003304786.1	134	78	74	131	46	129	88	86	93	120	86	173
rna-XM_006562539.3	0	1	0	0	0	2	0	0	0	0	1	0
rna-XM_006562538.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_623778.6	784	294	359	670	356	844	402	678	630	738	724	1090
rna-XM_625118.6	126	73	51	75	61	83	64	85	76	91	72	120
rna-XM_016917628.2	138	41	43	87	40	59	60	53	82	68	52	86
rna-XM_006562537.3	9049	2229	1965	4808	1557	4373	2072	3754	2685	4772	3948	6834
rna-XM_016914069.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562536.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914074.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562535.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_395983.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_392156.7	536	301	293	418	214	503	262	382	291	509	380	581
rna-XM_006562540.3	325	212	151	278	110	196	170	235	194	321	174	361
rna-XM_394229.6	263	195	180	218	134	257	199	156	195	256	217	296
rna-XM_016914059.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_392155.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442974.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442966.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442970.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562544.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914045.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562547.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914051.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_394227.6	109	36	55	153	21	82	41	237	44	234	126	200
rna-XM_026439523.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439452.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439512.1	9	6	3	13	3	8	14	12	6	21	18	14
rna-XM_026439483.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001145735.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001704253.2	36	30	10	49	13	30	23	23	32	31	19	42
rna-XR_001706443.2	0	1	1	4	0	0	0	1	2	0	0	0
rna-XR_003304162.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442534.1	1	0	0	0	0	0	1	1	1	0	1	2
rna-XM_016917891.2	236	155	120	190	134	314	184	162	181	254	282	309
rna-XM_026441721.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441716.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026441713.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562778.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305010.1	98	77	43	77	26	73	70	114	62	82	61	73
rna-XM_006562777.3	8	3	5	6	6	2	7	3	3	6	9	6
rna-XR_001706473.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001706468.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_409546.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001706471.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306165.1	55	25	33	58	12	31	35	41	39	85	35	183
rna-XM_006562773.3	2	1	0	2	1	7	1	5	2	1	11	2
rna-XM_397174.7	42	17	11	39	30	26	17	73	69	62	54	55
rna-XM_001120404.5	2195	882	746	1670	580	1929	1109	1499	1212	1617	1394	2212
rna-XM_393529.6	393	335	255	294	230	384	309	421	337	467	442	533
rna-XM_006562775.3	1	9	3	3	4	16	23	5	12	4	30	8
rna-XM_006562770.3	6	5	10	9	2	29	12	8	14	12	9	14
rna-XM_016916096.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016916121.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562764.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562765.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562766.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562767.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562769.3	20	6	9	13	9	17	6	6	7	22	12	14
rna-XM_016916134.2	3	1	2	1	3	2	0	0	3	2	1	2
rna-XM_006562768.3	6	4	3	6	2	10	2	12	5	4	5	11
rna-XM_016916130.2	13	28	6	16	24	48	35	44	42	47	38	41
rna-XM_026446271.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016916137.2	14	9	2	7	24	20	11	5	10	18	22	20
rna-XR_003306538.1	0	0	0	0	1	0	0	1	1	0	0	0
rna-XR_003306536.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306537.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306534.1	5	5	4	1	1	4	2	3	1	2	1	4
rna-XR_003306533.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562763.3	283	114	137	218	98	224	137	147	155	219	165	283
rna-XM_006562758.3	15	14	7	5	6	9	12	4	7	17	10	6
rna-XM_026444380.1	1	0	0	1	2	0	1	1	0	0	4	1
rna-XM_026444383.1	0	1	0	0	0	0	0	0	0	1	5	0
rna-XM_001120202.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562757.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562755.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006562756.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_623086.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001145738.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006563202.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016911642.2	0	0	1	0	0	0	0	0	0	0	0	1
rna-XM_016911667.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_409676.3	0	0	0	0	0	4	0	0	0	0	0	0
rna-XM_392932.7	12554	6742	6095	9714	5988	12095	6872	11337	7083	12158	9214	14533
rna-NM_001160050.1	76650	40474	45291	48176	40772	60890	39444	62107	45896	61197	49866	69763
rna-XM_026446341.1	3	3	1	0	1	0	0	1	0	0	2	2
rna-XM_006563296.3	4	2	4	5	1	0	3	2	4	1	1	1
rna-NM_001011636.1	3414	632	1008	3491	688	1449	584	2254	695	2073	760	5763
rna-XM_001119962.5	6035	4067	3663	5684	4016	20990	3904	6578	4330	5660	8217	8375
rna-XR_003306123.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306122.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026445343.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016912812.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001703523.2	13	8	4	10	3	9	9	10	10	11	8	22
rna-XR_001703514.2	53	48	33	34	32	74	50	38	27	83	35	61
rna-XM_026445345.1	1244	845	560	968	483	1187	658	967	761	1195	913	1537
rna-XM_001120086.4	691	270	283	460	219	516	302	445	405	472	315	719
rna-XM_026440705.1	200	70	66	118	77	167	76	148	100	161	135	167
rna-XM_006563288.3	0	0	0	0	1	0	1	0	4	0	0	0
rna-XM_001120148.5	6	3	9	19	8	24	10	19	5	12	20	20
rna-XM_006563289.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006563290.3	6	5	2	3	1	2	6	4	3	2	2	8
rna-NM_001178025.1	6	1	5	6	5	6	4	9	4	5	4	2
rna-NM_001178026.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006563201.3	3	5	5	3	1	5	1	6	1	5	5	5
rna-XM_016912778.2	1	0	0	0	0	1	0	0	0	0	0	0
rna-XM_006563287.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026446264.1	117	49	60	98	70	161	76	85	87	115	91	121
rna-XM_026439503.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026439504.1	0	1	0	0	0	0	0	0	0	1	0	0
rna-XM_006563283.2	943	499	500	621	537	710	536	913	591	864	758	1047
rna-XM_395653.6	700	352	442	533	344	528	426	635	533	686	581	822
