GeneInfo	GeneID	Gene_Desc	PL_N_1906	PL_N_1908	PL_N_1909	PL_P_1912	PL_P_1915	PL_P_1920	PL_SL_1926	PL_SL_1927	PL_SL_1930	PL_SM_1936	PL_SM_1939	PL_SM_1940
XM_014742306.1	LOC106783615	toll-like receptor 3	0	1	0	0	0	0	0	0	0	0	0	0
XM_014742307.1	LOC106783608	transcription factor AP-2-epsilon	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742308.1	LOC106783617	UPF0183 protein CG7083	902	1006	654	879	701	617	728	767	864	597	858	957
XM_014742309.1	LOC106783618	AP-3 complex subunit delta-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742310.1	LOC106783619	serine/threonine-protein kinase ATR-like	221	701	124	282	345	393	288	411	499	209	364	384
XM_014742311.1	LOC106783620	protein rhomboid-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742312.1	LOC106783620	protein rhomboid-like	2	4	10	6	4	8	3	12	5	2	7	6
XM_014742313.1	LOC106783620	protein rhomboid-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742314.1	LOC106783621	LIM homeobox transcription factor 1-beta-like	13	11	10	18	10	5	22	5	3	10	9	7
XM_014742315.1	LOC106783599	membrane magnesium transporter 1	581	1035	578	622	488	683	536	758	847	461	653	621
XM_014742316.1	LOC106783608	transcription factor AP-2-epsilon	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742317.1	LOC106783622	phosphoenolpyruvate carboxykinase [GTP]	0	0	1	0	0	2	3	1	1	0	1	6
XM_014742318.1	LOC106783622	phosphoenolpyruvate carboxykinase [GTP]	12	4	14	32	74	73	79	63	470	7	61	118
XM_014742319.1	LOC106783623	signal transducing adapter molecule 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742320.1	LOC106783623	signal transducing adapter molecule 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742321.1	LOC106783624	CTD small phosphatase-like protein 2	8	11	4	9	11	15	11	16	4	3	8	9
XM_014742322.1	LOC106783624	CTD small phosphatase-like protein 2	2	3	1	3	5	1	2	3	0	2	6	7
XM_014742323.1	LOC106783624	CTD small phosphatase-like protein 2	0	0	0	1	0	0	1	0	0	0	3	0
XM_014742324.1	LOC106783625	general transcription factor 3C polypeptide 5	6	35	2	14	9	12	11	16	21	12	11	13
XM_014742325.1	LOC106783608	transcription factor AP-2-epsilon	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742326.1	LOC106783625	general transcription factor 3C polypeptide 5	2	16	0	0	2	10	2	2	9	2	4	9
XM_014742327.1	LOC106783626	uncharacterized LOC106783626	399	263	1177	1045	222	288	537	546	253	477	278	247
XM_014742328.1	LOC106783627	E3 ubiquitin-protein ligase MARCH2-like	385	1806	246	423	574	1080	348	789	1238	459	613	675
XM_014742329.1	LOC106783628	integrin alpha-PS1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742330.1	LOC106783628	integrin alpha-PS1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742331.1	LOC106783628	integrin alpha-PS1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742332.1	LOC106783629	NAD-dependent protein deacetylase Sirt6	895	782	307	1128	596	520	1005	581	434	986	1099	1401
XM_014742333.1	LOC106783630	metaxin-2-like	164	455	135	242	181	263	216	278	273	150	210	259
XM_014742334.1	LOC106783608	transcription factor AP-2-epsilon	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742335.1	LOC106783631	E3 ubiquitin-protein ligase UHRF1-like	221	870	122	311	305	438	286	476	605	177	349	395
XM_014742336.1	LOC106783632	protein CutA homolog	211	414	175	229	148	249	203	341	271	212	231	201
XM_014742337.1	LOC106783633	actin-like protein 6B	1	2	2	5	1	2	1	0	2	0	0	2
XM_014742338.1	LOC106783633	actin-like protein 6B	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742339.1	LOC106783634	F-box/LRR-repeat protein 4	693	908	598	654	665	774	671	849	796	560	672	755
XM_014742340.1	LOC106783635	GPN-loop GTPase 1	601	853	514	651	634	747	669	730	796	599	524	691
XM_014742341.1	LOC106783636	heat shock transcription factor, Y-linked-like	0	2	6	2	6	3	4	2	2	4	3	5
XM_014742342.1	LOC106783638	post-GPI attachment to proteins factor 3	410	594	222	378	364	383	414	408	388	374	423	305
XM_014742343.1	LOC106783639	COP9 signalosome complex subunit 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742344.1	LOC106783639	COP9 signalosome complex subunit 5	0	1	7	2	3	2	0	5	0	2	5	3
XM_014742345.1	LOC106783637	KH domain-containing, RNA-binding, signal transduction-associated protein 3	70	119	52	86	80	90	87	92	97	43	72	89
XM_014742346.1	LOC106783640	proton-coupled amino acid transporter 1-like	751	2173	386	866	994	1212	825	1242	1417	536	1222	1570
XM_014742347.1	LOC106783641	uncharacterized LOC106783641	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742348.1	LOC106783641	uncharacterized LOC106783641	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742349.1	LOC106783641	uncharacterized LOC106783641	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742350.1	LOC106783641	uncharacterized LOC106783641	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742351.1	LOC106783641	uncharacterized LOC106783641	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742352.1	LOC106783641	uncharacterized LOC106783641	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742353.1	LOC106783642	uncharacterized LOC106783642	73	89	50	96	95	69	75	80	56	50	126	127
XM_014742354.1	LOC106783643	uncharacterized LOC106783643	781	527	541	594	684	575	679	581	434	525	769	726
XM_014742355.1	LOC106783644	synaptic vesicle glycoprotein 2B-like	611	571	1338	1365	276	530	921	797	448	443	1480	795
XM_014742356.1	LOC106783645	vesicle transport protein USE1	147	181	88	142	137	141	145	156	158	126	146	187
XM_014742357.1	LOC106783637	KH domain-containing, RNA-binding, signal transduction-associated protein 3	0	0	0	0	0	0	1	0	0	0	0	0
XM_014742358.1	LOC106783646	IQ domain-containing protein H-like	1	0	1	0	3	0	0	2	0	0	0	0
XM_014742359.1	LOC106783647	uncharacterized LOC106783647	105	105	76	163	103	122	154	149	147	173	77	101
XM_014742360.1	LOC106783648	structural maintenance of chromosomes protein 1A-like	0	3	1	0	0	1	0	0	2	0	0	6
XM_014742361.1	LOC106783649	structural maintenance of chromosomes protein 1A-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742362.1	LOC106783650	transmembrane protease serine 9-like	1	0	2	0	1	0	0	2	1	1	1	4
XM_014742363.1	LOC106783651	factor VIII intron 22 protein-like	375	651	265	337	304	476	368	459	444	366	345	364
XM_014742364.1	LOC106783652	UDP-glucose 4-epimerase-like	197	207	157	165	176	171	143	206	118	150	120	138
XM_014742365.1	LOC106783653	uncharacterized LOC106783653	11	2	5	4	5	16	8	7	1	3	7	5
XM_014742366.1	LOC106783655	homeobox protein engrailed-2-B-like	0	0	0	0	0	1	1	1	0	0	0	0
XM_014742367.1	LOC106783657	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742368.1	LOC106783657	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742369.1	LOC106783657	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742370.1	LOC106783657	glutamate-gated chloride channel	1	1	0	0	0	0	0	0	0	1	1	0
XM_014742371.1	LOC106783656	transmembrane and ubiquitin-like domain-containing protein 1	2	0	0	0	1	0	2	1	1	0	1	0
XM_014742372.1	LOC106783657	glutamate-gated chloride channel	5	0	0	0	0	0	1	2	0	0	0	0
XM_014742373.1	LOC106783657	glutamate-gated chloride channel	5	3	1	6	1	1	1	0	3	2	0	2
XM_014742374.1	LOC106783657	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742375.1	LOC106783657	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742376.1	LOC106783657	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742377.1	LOC106783657	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742378.1	LOC106783658	calcium and integrin-binding protein 1-like	423	533	359	628	448	426	543	509	560	606	365	377
XM_014742379.1	LOC106783659	muscarinic acetylcholine receptor DM1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742380.1	LOC106783659	muscarinic acetylcholine receptor DM1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742381.1	LOC106783656	transmembrane and ubiquitin-like domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742382.1	LOC106783659	muscarinic acetylcholine receptor DM1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742383.1	LOC106783659	muscarinic acetylcholine receptor DM1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742384.1	LOC106783660	activator of 90 kDa heat shock protein ATPase homolog 1	1298	3041	796	1313	1055	1137	1532	1424	1496	1152	1526	1714
XM_014742385.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742386.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742387.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742388.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742389.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742390.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742391.1	LOC106783656	transmembrane and ubiquitin-like domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742392.1	LOC106783661	glutamate-gated chloride channel	0	1	0	0	0	0	0	0	0	0	0	0
XM_014742393.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742394.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742395.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742396.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742397.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742398.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742399.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742400.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742401.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742402.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742403.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742404.1	LOC106783661	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742405.1	LOC106783664	flavin-containing monooxygenase FMO GS-OX-like 2	0	2	0	1	1	1	0	2	1	0	0	3
XM_014742406.1	LOC106783664	flavin-containing monooxygenase FMO GS-OX-like 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742407.1	LOC106783663	E3 ubiquitin-protein ligase UBR3	30	43	28	25	37	27	28	35	37	15	36	24
XM_014742408.1	LOC106783665	trypsin-4-like	0	0	0	0	2	0	0	0	0	0	0	0
XM_014742409.1	LOC106783665	trypsin-4-like	2	2	2	0	0	1	2	5	0	2	5	11
XM_014742410.1	LOC106783666	uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742411.1	LOC106783666	uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742412.1	LOC106783666	uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742413.1	LOC106783666	uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02-like	388	274	236	309	228	209	421	63	106	411	428	471
XM_014742414.1	LOC106783667	nuclear pore complex protein NUP98A-like	17	9	23	16	7	15	24	18	17	14	18	31
XM_014742415.1	LOC106783667	nuclear pore complex protein NUP98A-like	30	34	16	28	39	31	42	45	35	35	46	62
XM_014742416.1	LOC106783663	E3 ubiquitin-protein ligase UBR3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742417.1	LOC106783667	nuclear pore complex protein NUP98A-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742418.1	LOC106783668	methyltransferase-like protein 4	332	266	180	327	251	241	324	359	223	338	319	374
XM_014742419.1	LOC106783669	kinectin	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742420.1	LOC106783669	kinectin	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742421.1	LOC106783669	kinectin	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742422.1	LOC106783669	kinectin	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742423.1	LOC106783669	kinectin	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742424.1	LOC106783669	kinectin	4	3	3	10	9	4	25	11	4	11	8	18
XM_014742425.1	LOC106783669	kinectin	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742426.1	LOC106783663	E3 ubiquitin-protein ligase UBR3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742427.1	LOC106783670	integrator complex subunit 11	12	18	5	9	5	9	7	9	14	3	7	6
XM_014742428.1	LOC106783670	integrator complex subunit 11	1	0	0	1	0	2	0	1	4	0	1	0
XM_014742429.1	LOC106783670	integrator complex subunit 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742430.1	LOC106783671	probable serine/threonine-protein kinase yakA	6	5	1	5	8	0	12	2	8	5	4	11
XM_014742431.1	LOC106783671	probable serine/threonine-protein kinase yakA	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742432.1	LOC106783672	uncharacterized LOC106783672	170	435	111	193	166	240	170	243	288	128	174	211
XM_014742433.1	LOC106783673	protein transport protein Sec23A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742434.1	LOC106783673	protein transport protein Sec23A	3	2	1	3	3	3	0	1	3	5	2	0
XM_014742435.1	LOC106783675	signal recognition particle subunit SRP68	2105	3147	1961	2160	1936	2635	2257	2745	2564	1610	2108	2591
XM_014742436.1	LOC106783676	calcineurin B homologous protein 1	1384	2033	1279	1272	1090	1762	1227	1603	1816	1117	1174	1222
XM_014742437.1	LOC106783677	bestrophin-4-like	11	12	3	20	10	10	10	12	8	9	6	9
XM_014742438.1	LOC106783677	bestrophin-4-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742439.1	LOC106783674	uncharacterized LOC106783674	146	316	142	210	161	183	152	235	230	92	191	192
XM_014742440.1	LOC106783678	TRAF3-interacting protein 1	32	67	21	33	25	34	29	30	33	39	43	45
XM_014742441.1	LOC106783679	RNA polymerase II-associated protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742442.1	LOC106783679	RNA polymerase II-associated protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742443.1	LOC106783679	RNA polymerase II-associated protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742444.1	LOC106783680	E3 ubiquitin-protein ligase TRAIP-like	221	563	158	264	261	305	271	283	330	173	269	305
XM_014742445.1	LOC106783681	uncharacterized LOC106783681	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742446.1	LOC106783681	uncharacterized LOC106783681	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742447.1	LOC106783674	uncharacterized LOC106783674	9	14	11	6	5	7	6	11	5	5	10	4
XM_014742448.1	LOC106783682	mitochondrial inner membrane protease ATP23 homolog	341	665	290	370	300	432	378	466	484	297	326	377
XM_014742449.1	LOC106783683	probable multidrug resistance-associated protein lethal(2)03659	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742450.1	LOC106783683	probable multidrug resistance-associated protein lethal(2)03659	4	0	0	0	1	2	0	0	0	0	2	0
XM_014742451.1	LOC106783683	probable multidrug resistance-associated protein lethal(2)03659	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742452.1	LOC106783683	probable multidrug resistance-associated protein lethal(2)03659	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742453.1	LOC106783683	probable multidrug resistance-associated protein lethal(2)03659	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742454.1	LOC106783683	probable multidrug resistance-associated protein lethal(2)03659	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742455.1	LOC106783684	40S ribosomal protein S21	1693	2853	1302	2007	1526	1854	1825	1906	2052	1758	1365	1399
XM_014742456.1	LOC106783674	uncharacterized LOC106783674	69	93	63	79	22	37	43	66	69	30	81	60
XM_014742457.1	LOC106783689	serine/threonine-protein kinase 10-A	77	71	82	92	79	64	93	77	71	62	114	83
XM_014742458.1	LOC106783689	serine/threonine-protein kinase 10-A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742459.1	LOC106783689	serine/threonine-protein kinase 10-A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742460.1	LOC106783689	serine/threonine-protein kinase 10-A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742461.1	LOC106783689	serine/threonine-protein kinase 10-A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742462.1	LOC106783690	endoribonuclease Dicer	2046	4618	1395	2238	2248	2944	2379	3110	3412	1779	2377	2580
XM_014742463.1	LOC106783692	microfibrillar-associated protein 1	587	1108	376	681	425	486	663	505	737	617	720	915
XM_014742464.1	LOC106783693	wiskott-Aldrich syndrome protein family member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742465.1	LOC106783693	wiskott-Aldrich syndrome protein family member 3	1	0	0	0	0	2	1	0	0	0	0	0
XM_014742466.1	LOC106783693	wiskott-Aldrich syndrome protein family member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742467.1	LOC106783691	peptidyl-prolyl cis-trans isomerase cyp11	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742468.1	LOC106783693	wiskott-Aldrich syndrome protein family member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742469.1	LOC106783693	wiskott-Aldrich syndrome protein family member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742470.1	LOC106783694	mitochondrial 2-oxodicarboxylate carrier	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742471.1	LOC106783694	mitochondrial 2-oxodicarboxylate carrier	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742472.1	LOC106783694	mitochondrial 2-oxodicarboxylate carrier	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742473.1	LOC106783695	uncharacterized LOC106783695	265	600	135	304	289	324	300	341	427	219	303	329
XM_014742474.1	LOC106783696	poly(U)-binding-splicing factor half pint	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742475.1	LOC106783696	poly(U)-binding-splicing factor half pint	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742476.1	LOC106783696	poly(U)-binding-splicing factor half pint	65	20	28	38	39	24	31	36	7	29	44	51
XM_014742477.1	LOC106783691	peptidyl-prolyl cis-trans isomerase cyp11	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742478.1	LOC106783696	poly(U)-binding-splicing factor half pint	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742479.1	LOC106783697	SET and MYND domain-containing protein 5	509	921	364	483	540	594	542	637	652	469	461	505
XM_014742480.1	LOC106783698	mimitin, mitochondrial	229	227	139	213	146	152	275	185	171	198	179	233
XM_014742481.1	LOC106783699	uncharacterized LOC106783699	253	274	381	156	278	363	424	265	323	248	402	293
XM_014742482.1	LOC106783700	guanine nucleotide exchange factor MSS4 homolog	644	659	475	625	464	459	623	545	544	598	510	622
XM_014742483.1	LOC106783701	interleukin-1 receptor accessory protein-like 1-B	775	847	559	664	1159	775	1054	1057	953	591	881	1089
XM_014742484.1	LOC106783702	ninein	965	1965	769	1119	960	1244	1064	1462	1365	747	1727	1771
XM_014742485.1	LOC106783704	gamma-tubulin complex component 4	415	1134	307	479	497	721	413	640	762	372	522	579
XM_014742486.1	LOC106783705	osteoclast-stimulating factor 1-like	362	543	273	378	311	424	428	515	472	272	358	399
XM_014742487.1	LOC106783706	sorting nexin-2	2915	3076	1867	2865	2203	2388	2939	2945	2290	2501	2733	3090
XM_014742488.1	LOC106783703	probable phosphoserine aminotransferase	1471	5037	1132	1766	1246	2138	1547	2901	2686	834	1928	1881
XM_014742489.1	LOC106783707	exonuclease 1	54	507	12	82	92	186	102	138	256	43	149	165
XM_014742490.1	LOC106783708	40S ribosomal protein S15	4209	8153	3874	5314	4895	5641	5624	5583	6410	4690	3713	4023
XM_014742491.1	LOC106783709	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742492.1	LOC106783709	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742493.1	LOC106783710	ectonucleoside triphosphate diphosphohydrolase 5	20	32	8	19	18	34	36	27	23	21	24	20
XM_014742494.1	LOC106783710	ectonucleoside triphosphate diphosphohydrolase 5	0	0	0	2	0	0	0	0	0	0	0	0
XM_014742495.1	LOC106783710	ectonucleoside triphosphate diphosphohydrolase 5	2	8	4	7	3	6	4	6	2	0	6	5
XM_014742496.1	LOC106783711	structural maintenance of chromosomes protein 1A-like	46	131	56	50	46	56	48	68	66	61	66	57
XM_014742497.1	LOC106783713	origin recognition complex subunit 1	0	2	0	1	0	1	0	2	3	1	0	0
XM_014742498.1	LOC106783713	origin recognition complex subunit 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742499.1	LOC106783714	uncharacterized LOC106783714	74	51	76	52	40	77	86	80	55	84	34	52
XM_014742500.1	LOC106783712	zinc finger protein 830	464	607	365	544	358	487	522	507	452	471	496	486
XM_014742501.1	LOC106783715	zinc finger protein 569-like	5	4	1	5	2	6	2	7	2	1	0	3
XM_014742502.1	LOC106783715	zinc finger protein 569-like	3	4	0	1	3	2	0	0	0	0	1	3
XM_014742503.1	LOC106783716	nascent polypeptide-associated complex subunit alpha	0	0	0	1	0	0	0	1	0	1	0	1
XM_014742504.1	LOC106783716	nascent polypeptide-associated complex subunit alpha	3	8	3	4	1	1	4	0	1	3	2	3
XM_014742505.1	LOC106783717	malate dehydrogenase-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742506.1	LOC106783717	malate dehydrogenase-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742507.1	LOC106783717	malate dehydrogenase-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742508.1	LOC106783718	protein lunapark-B	26	51	24	14	28	29	17	22	20	35	16	28
XM_014742509.1	LOC106783718	protein lunapark-B	1	0	0	0	0	0	1	1	0	0	0	0
XM_014742510.1	LOC106783720	homeobox protein invected-like	18	30	16	10	20	15	15	18	21	12	29	40
XM_014742511.1	LOC106783721	uncharacterized LOC106783721	97	95	87	98	75	63	117	70	50	111	137	122
XM_014742512.1	LOC106783719	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	0	0	0	0	1	0	0	0	0	0	0	0
XM_014742513.1	LOC106783722	meckelin	35	77	37	28	42	47	33	37	59	43	29	43
XM_014742514.1	LOC106783723	sestrin homolog	587	363	385	722	563	143	368	200	151	510	746	600
XM_014742515.1	LOC106783724	uncharacterized LOC106783724	135	153	284	45	208	132	42	133	261	41	109	195
XM_014742516.1	LOC106783725	protein hunchback-like	117	1273	1	199	362	565	231	509	727	99	401	449
XM_014742517.1	LOC106783726	mediator of RNA polymerase II transcription subunit 21	259	557	155	240	272	348	297	313	348	219	276	291
XM_014742518.1	LOC106783727	23 kDa integral membrane protein-like	1128	1402	957	1475	1168	1276	1198	1455	1404	1317	987	1287
XM_014742519.1	LOC106783728	mitotic spindle assembly checkpoint protein MAD2A	139	1371	31	210	326	532	229	435	737	297	351	478
XM_014742520.1	LOC106783719	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	0	0	0	0	1	0	0	0	0	0	0	3
XM_014742521.1	LOC106783729	uncharacterized LOC106783729	103	237	78	138	116	170	111	168	127	96	125	121
XM_014742522.1	LOC106783730	dirigent protein 10-like	73402	103232	131496	97911	52483	96484	48838	88506	117128	55559	51888	52387
XM_014742523.1	LOC106783731	uncharacterized LOC106783731	106309	127431	145912	93008	96129	122501	57838	123534	164584	60614	62213	75180
XM_014742524.1	LOC106783732	cuticle protein 64-like	84	25	46	65	34	34	31	39	22	36	33	45
XM_014742525.1	LOC106783733	glycine-rich cell wall structural protein 1-like	419	344	604	2055	557	532	374	611	925	788	378	486
XM_014742526.1	LOC106783734	dirigent protein 10-like	1329	897	1381	1945	1386	1798	1166	2038	2048	1480	718	1379
XM_014742527.1	LOC106783719	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742528.1	LOC106783735	mucin-19-like	2836	3323	5265	3347	1899	2736	1641	2914	3526	2271	1793	1295
XM_014742529.1	LOC106783737	flightin	33	22	13	16	9	17	13	20	25	21	13	24
XM_014742530.1	LOC106783738	ral guanine nucleotide dissociation stimulator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742531.1	LOC106783738	ral guanine nucleotide dissociation stimulator	6	2	5	5	10	1	4	1	2	7	4	3
XM_014742532.1	LOC106783738	ral guanine nucleotide dissociation stimulator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742533.1	LOC106783738	ral guanine nucleotide dissociation stimulator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742534.1	LOC106783739	uncharacterized LOC106783739	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742535.1	LOC106783739	uncharacterized LOC106783739	34	6	18	28	27	14	29	11	1	31	27	23
XM_014742536.1	LOC106783739	uncharacterized LOC106783739	1	5	0	4	0	0	4	8	1	1	6	8
XM_014742537.1	LOC106783719	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	0	0	0	1	0	0	0	0	0	1	0	1
XM_014742538.1	LOC106783739	uncharacterized LOC106783739	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742539.1	LOC106783740	bifunctional purine biosynthesis protein PURH	2030	5173	2554	2889	2136	2047	6678	4567	3685	926	2495	3352
XM_014742540.1	LOC106783741	uncharacterized LOC106783741	224	485	127	264	164	243	253	264	311	253	255	284
XM_014742541.1	LOC106783742	ubiquitin conjugation factor E4 B	880	1994	745	1051	999	1191	935	1322	1487	710	1040	1318
XM_014742542.1	LOC106783743	uncharacterized LOC106783743	237	308	192	245	195	252	180	251	249	237	209	262
XM_014742543.1	LOC106783744	NECAP-like protein CG9132	0	4	1	0	0	0	1	0	0	0	0	0
XM_014742544.1	LOC106783744	NECAP-like protein CG9132	1	4	4	9	6	6	1	12	4	2	3	1
XM_014742545.1	LOC106783746	DNA repair and recombination protein RAD54B-like	8	10	3	7	2	9	9	4	7	3	5	4
XM_014742546.1	LOC106783746	DNA repair and recombination protein RAD54B-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742547.1	LOC106783746	DNA repair and recombination protein RAD54B-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014742548.1	LOC106783747	transcriptional coactivator YAP1-like	885	592	675	826	711	593	861	746	428	763	905	853
