GeneInfo	GeneID	Gene_Desc	BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
XM_003392856.3	LOC100648043	homeobox protein Nkx-2.5-like	70	74	83	77	52	41	78	37	48	111	38	33
XM_003392857.3	LOC100648154	homeobox protein MSX-1	763	1154	467	559	761	792	394	265	348	375	818	1136
XM_003392871.3	LOC100650023	uncharacterized LOC100650023	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392872.2	LOC100650139	rho-associated protein kinase 2	1457	1545	1349	1129	1130	1131	1650	1410	1024	990	901	977
XM_003392877.3	LOC100650754	WD repeat-containing protein 7	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392880.3	LOC100651113	growth hormone-inducible transmembrane protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392882.3	LOC100651474	neuroligin-1	3	4	14	1	2	0	4	0	3	1	0	0
XM_003392883.3	LOC100651591	putative ATP-dependent RNA helicase DHX33	399	462	353	391	351	399	472	288	349	410	406	316
XM_003392884.3	LOC100651709	major facilitator superfamily domain-containing protein 1	1392	1592	1551	1292	1204	1194	1500	1349	1200	1009	820	1078
XM_003392885.3	LOC100651827	chromatin complexes subunit BAP18	6	9	8	7	6	7	5	1	5	5	4	9
XM_003392887.3	LOC100652027	tribbles homolog 2	5174	4048	5446	4928	3525	4571	5811	3947	3463	3187	2845	3248
XM_003392888.3	LOC100652148	sterol regulatory element-binding protein 1	5990	6461	4904	5385	4459	5840	5579	4710	5261	3459	3867	4305
XM_003392890.3	LOC100642190	uncharacterized LOC100642190	17	9	5	7	9	8	15	13	9	14	2	4
XM_003392894.3	LOC100642673	proteasome subunit alpha type-1	2906	4419	2880	3790	3212	4281	5018	3104	3303	2816	3137	3206
XM_003392895.3	LOC100642791	ER membrane protein complex subunit 8/9 homolog	959	1465	1136	1101	1015	1182	1378	1186	1026	1032	970	993
XM_003392896.3	LOC100642911	cysteine-rich hydrophobic domain-containing protein 2	655	653	722	603	483	603	780	534	499	575	454	515
XM_003392897.3	LOC100643028	60S ribosomal protein L21	9044	10283	9065	9294	7753	8569	10964	7745	9128	9228	7041	7023
XM_003392899.3	LOC100643271	nucleotide exchange factor SIL1	549	717	754	696	462	492	865	544	494	652	523	484
XM_003392902.3	LOC100643599	shootin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392903.3	LOC100643719	protein BCCIP homolog	2	2	7	1	1	3	2	0	3	0	0	3
XM_003392904.3	LOC100643838	protein Skeletor, isoforms B/C	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392906.3	LOC100644047	nuclear pore complex protein Nup107	25	21	21	17	24	36	31	27	13	23	26	19
XM_003392907.3	LOC100644159	mitochondrial-processing peptidase subunit beta	6488	9735	6112	7836	5877	7284	7102	5982	6012	5256	6072	5754
XM_003392909.3	LOC100644472	LETM1 and EF-hand domain-containing protein anon-60Da, mitochondrial	3272	4670	3273	3827	3161	3584	4650	3543	3277	2588	2847	3206
XM_003392911.3	LOC100644709	hrp65 protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392912.2	LOC100644834	putative tyramine receptor 2	0	0	0	0	0	0	2	0	0	0	0	0
XM_003392913.3	LOC100644951	delta-1-pyrroline-5-carboxylate synthase	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392915.3	LOC100645155	U4/U6 small nuclear ribonucleoprotein Prp4	656	680	678	555	556	489	692	476	495	546	420	497
XM_003392916.3	LOC100645277	histone H4	4	29	27	17	7	10	25	14	17	9	5	21
XM_003392917.3	LOC100645399	histone H3	1	7	5	5	2	1	8	5	1	3	1	7
XM_003392920.3	LOC100645738	histone H2A	2	9	5	3	3	4	6	4	5	5	3	5
XM_003392921.3	LOC100645858	histone H3	9	10	14	16	8	10	37	12	4	14	12	8
XM_003392922.3	LOC100645974	histone H4	13	89	84	64	53	53	128	53	37	43	36	83
XM_003392929.2	LOC100646890	iron-sulfur cluster co-chaperone protein HscB, mitochondrial	251	252	200	210	192	215	233	217	216	218	190	186
XM_003392930.3	LOC100647008	adenylate kinase isoenzyme 6	780	1154	800	952	785	902	1192	925	793	737	769	787
XM_003392931.3	LOC100647130	maternal B9.15 protein	0	0	0	2	0	1	0	0	0	0	1	2
XM_003392932.3	LOC100647365	heterogeneous nuclear ribonucleoprotein L	7	2	1	2	5	6	5	2	3	2	1	4
XM_003392933.3	LOC100647487	protein RRNAD1	236	339	252	292	245	337	289	212	268	254	269	224
XM_003392935.3	LOC100647714	smad nuclear-interacting protein 1	184	335	263	197	156	222	230	168	176	206	182	222
XM_003392936.3	LOC100647832	proto-oncogene tyrosine-protein kinase ROS	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392937.3	LOC100647952	prefoldin subunit 3	1458	2361	1497	1665	1590	2020	2138	1736	1749	1283	1644	1572
XM_003392939.3	LOC100648155	C-Myc-binding protein	15	7	12	18	11	8	14	7	10	11	11	9
XM_003392940.3	LOC100648269	transmembrane protein 267	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392941.3	LOC100648386	uncharacterized LOC100648386	1691	1670	1881	1771	1553	1648	3425	1514	1258	1127	988	1282
XM_003392943.3	LOC100648618	uncharacterized LOC100648618	484	437	293	323	444	380	442	331	561	939	301	296
XM_003392944.2	LOC100648734	CWF19-like protein 1	571	563	494	493	541	555	823	498	445	498	406	411
XM_003392945.3	LOC100648848	probable methylthioribulose-1-phosphate dehydratase	1037	1397	1073	1028	1012	1168	1260	1160	949	681	796	1022
XM_003392946.3	LOC100648964	COMM domain-containing protein 10	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392947.3	LOC100649162	ankyrin repeat domain-containing protein 16	322	332	281	263	225	276	345	212	330	329	234	235
XM_003392950.3	LOC100649485	uncharacterized LOC100649485	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392951.3	LOC100649609	mitochondrial import inner membrane translocase subunit TIM50-C	1073	1305	909	1113	998	1229	1373	1038	1085	1034	1196	868
XM_003392952.3	LOC100649721	monoacylglycerol lipase ABHD12	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392954.3	LOC100649912	very long-chain-fatty-acid--CoA ligase bubblegum	3017	5283	3018	2150	3159	3899	2388	4028	2939	1617	1696	4044
XM_003392955.3	LOC100650024	collagen type IV alpha-3-binding protein	1084	1263	1196	1125	1025	1007	1603	1127	977	890	838	950
XM_003392957.2	LOC100650266	actin-related protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392958.3	LOC100650512	RNA pseudouridylate synthase domain-containing protein 4	253	246	213	265	185	210	290	224	226	256	199	193
XM_003392959.3	LOC100650630	alkaline ceramidase	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392960.3	LOC100650630	alkaline ceramidase	0	0	0	2	1	0	0	1	0	1	0	1
XM_003392961.3	LOC100650833	translocon-associated protein subunit beta	1324	2109	882	2516	1493	1808	2014	2145	1991	1777	1670	1304
XM_003392962.3	LOC100650948	BLOC-1-related complex subunit 8 homolog	35	33	34	21	20	20	29	25	32	28	20	19
XM_003392963.3	LOC100651065	alpha-endosulfine	802	1167	942	907	803	998	999	846	887	748	722	834
XM_003392966.3	LOC100651549	uncharacterized LOC100651549	541	792	517	514	544	655	565	499	567	466	420	666
XM_003392967.3	LOC100651668	39S ribosomal protein L34, mitochondrial	436	645	575	637	422	467	644	477	489	401	445	461
XM_003392969.3	LOC100651909	DNA repair protein complementing XP-A cells homolog	404	751	461	590	501	733	664	484	533	521	581	503
XM_003392972.2	LOC100642358	UDP-glucuronosyltransferase 1-8	91	64	35	34	33	41	36	30	52	53	29	23
XM_003392974.3	LOC100642595	43 kDa receptor-associated protein of the synapse homolog	26	10	6	14	11	3	13	4	11	17	9	9
XM_003392977.3	LOC100642949	rhophilin-2	99	90	52	81	70	93	94	59	86	74	42	54
XM_003392978.3	LOC100643068	protein tilB homolog	129	70	66	57	92	77	121	87	95	72	56	70
XM_003392980.3	LOC100643311	clavesin-2	392	477	246	322	296	340	281	208	263	247	270	291
XM_003392982.3	LOC100643557	facilitated trehalose transporter Tret1	1770	969	1056	833	1278	900	1236	1415	1176	487	542	781
XM_003392983.3	LOC100643679	RING-box protein 2	745	669	646	613	472	567	683	575	480	382	438	463
XM_003392984.3	LOC100643874	zinc finger protein OZF	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392985.3	LOC100644115	plasma protease C1 inhibitor	3285	4090	3028	2405	2655	2477	3739	3022	3238	1413	1304	1961
XM_003392986.3	LOC100644237	cytochrome b-c1 complex subunit 9	2185	2941	2006	2614	1667	2062	2399	2232	1961	1640	1809	1786
XM_003392987.3	LOC100644508	group XV phospholipase A2	1566	1561	2137	1749	1126	1276	1822	1794	1208	1107	1065	1211
XM_003392988.3	LOC100644629	TBC1 domain family member 20	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392990.3	LOC100644872	suppressor of cytokine signaling 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392992.3	LOC100645111	bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	811	941	783	702	699	740	785	772	732	682	621	653
XM_003392994.3	LOC100645359	uncharacterized LOC100645359	23	10	9	6	21	5	18	16	24	4	3	12
XM_003392996.2	LOC100645477	macro domain-containing protein CT2219	0	0	0	0	0	0	0	0	0	0	0	0
XM_003392997.3	LOC100645477	macro domain-containing protein CT2219	0	1	0	0	0	1	0	0	0	0	0	0
XM_003392999.3	LOC100645933	homeobox protein six1	43	72	41	38	38	34	23	21	37	65	15	39
XM_003393000.2	LOC100646133	nucleoporin NUP188 homolog	419	557	418	382	411	578	536	323	328	426	573	430
XM_003393003.3	LOC100646454	carnitine O-palmitoyltransferase 2, mitochondrial	819	1011	699	676	644	832	910	673	553	694	570	579
XM_003393005.3	LOC100646695	V-type proton ATPase 21 kDa proteolipid subunit	4798	6024	4916	5083	4073	5008	5573	4277	4371	4143	3756	3922
XM_003393007.3	LOC100646891	SET and MYND domain-containing protein 4-like	256	273	235	281	269	254	287	242	252	166	203	197
XM_003393010.3	LOC100647249	acetyl-CoA acetyltransferase, mitochondrial	6	21	16	17	10	7	13	14	10	9	10	13
XM_003393011.3	LOC100647366	baculoviral IAP repeat-containing protein 7	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393012.3	LOC100647488	death-associated inhibitor of apoptosis 1	248	259	304	371	255	485	741	298	151	156	313	246
XM_003393013.3	LOC100647488	death-associated inhibitor of apoptosis 1	12	23	27	31	15	28	61	20	27	12	20	16
XM_003393014.3	LOC100647953	uncharacterized LOC100647953	1141	960	1008	1014	772	973	1219	1045	800	859	708	767
XM_003393016.3	LOC100648194	protein-serine O-palmitoleoyltransferase porcupine	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393017.3	LOC100648309	cell division cycle protein 20 homolog	320	483	380	295	321	318	379	280	317	347	171	325
XM_003393019.3	LOC100648541	F-box only protein 44	1172	1081	1067	978	938	874	1092	973	878	817	649	853
XM_003393020.3	LOC100648662	protein disulfide-isomerase A3	64	43	60	47	52	61	69	45	64	36	39	29
XM_003393021.3	LOC100648776	5-aminolevulinate synthase, erythroid-specific, mitochondrial	8434	8724	7138	7153	6613	7729	10559	6900	6247	5604	5517	5873
XM_003393022.3	LOC100648890	60S ribosomal protein L18a	9102	9305	7506	9035	7046	7816	9579	6700	8723	8461	6614	6697
XM_003393023.3	LOC100649012	small glutamine-rich tetratricopeptide repeat-containing protein alpha	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393025.3	LOC100649199	guanine nucleotide-binding protein G(i) subunit alpha	534	885	592	520	482	642	700	541	534	628	544	532
XM_003393027.3	LOC100649435	synaptojanin-1	724	647	563	554	494	522	776	534	518	541	374	489
XM_003393028.3	LOC100649560	potential E3 ubiquitin-protein ligase ariadne-2	871	830	852	802	596	660	820	699	583	630	521	642
XM_003393029.3	LOC100649680	DPH3 homolog	305	302	238	241	250	290	359	224	193	273	252	227
XM_003393030.3	LOC100649794	F-BAR domain only protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393032.3	LOC100649794	F-BAR domain only protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393035.3	LOC100650267	microtubule-associated serine/threonine-protein kinase 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393036.3	LOC100650267	microtubule-associated serine/threonine-protein kinase 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393038.3	LOC100650589	metalloendopeptidase OMA1, mitochondrial-like	371	317	297	267	241	306	307	281	306	236	189	242
XM_003393039.3	LOC100650712	nuclear RNA export factor 1	1825	1532	1565	1232	1139	1286	1762	1290	1175	1437	1117	1083
XM_003393041.3	LOC100650913	rRNA-processing protein FCF1 homolog	612	600	534	571	405	470	608	469	405	534	433	432
XM_003393042.3	LOC100651028	cadherin-related tumor suppressor	162	186	134	145	156	113	151	124	93	134	114	108
XM_003393044.3	LOC100651272	uncharacterized protein C1orf198 homolog	22	9	8	12	12	10	14	13	11	9	1	1
XM_003393045.3	LOC100651272	uncharacterized protein C1orf198 homolog	0	0	1	0	0	1	0	0	0	2	0	0
XM_003393049.3	LOC100651945	dysbindin protein homolog	619	720	648	611	507	588	708	632	529	590	467	489
XM_003393050.3	LOC100652068	protein lethal(2)essential for life	21878	17772	20489	11125	18028	13646	15873	17355	17658	22207	9867	13227
XM_003393056.3	LOC100642596	E3 ubiquitin-protein ligase CBL-B	16	14	4	7	6	8	4	6	15	13	4	4
XM_003393058.3	LOC100642792	peroxisome assembly factor 2	1081	1507	962	956	861	935	927	838	868	809	649	830
XM_003393062.3	LOC100643107	glycerol kinase	1	0	0	0	0	2	4	1	0	1	0	2
XM_003393063.3	LOC100643107	glycerol kinase	1	1	1	5	0	5	0	2	3	0	6	0
XM_003393065.3	LOC100643515	peptidyl-tRNA hydrolase 2, mitochondrial	91	116	97	84	73	82	96	78	91	92	76	64
XM_003393066.3	LOC100643639	histone H1A, sperm	81	211	100	133	160	121	214	194	270	87	78	164
XM_003393067.3	LOC100643875	histone H4	23	22	19	21	31	21	63	44	25	8	11	29
XM_003393068.3	LOC100644000	probable oligoribonuclease	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393071.3	LOC100644473	neutral alpha-glucosidase AB	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393073.3	LOC100644792	sodium/potassium/calcium exchanger Nckx30C	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393075.3	LOC100645039	TM2 domain-containing protein almondex	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393076.3	LOC100645278	eukaryotic translation initiation factor 6	1036	1252	997	1203	1054	1304	2083	989	977	1350	1152	834
XM_003393079.3	LOC100645617	mitochondrial import inner membrane translocase subunit Tim10	0	0	0	1	1	0	1	1	0	0	1	0
XM_003393080.3	LOC100645617	mitochondrial import inner membrane translocase subunit Tim10	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393081.3	LOC100645819	heat shock protein 83	3626	6275	5926	3466	2709	6788	5238	2555	2722	5083	5995	3553
XM_003393082.3	LOC100645934	28S ribosomal protein S36, mitochondrial	308	718	427	602	417	482	516	474	402	402	459	418
XM_003393088.3	LOC100646648	semaphorin-1A	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393090.3	LOC100646768	E3 ubiquitin-protein ligase Nedd-4	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393092.3	LOC100647089	cell division cycle protein 23 homolog	13	32	33	24	22	21	26	9	23	11	11	16
XM_003393093.3	LOC100647209	heat shock factor-binding protein 1	2246	2331	2295	1902	1596	1876	2185	1976	1715	1626	1386	1867
XM_003393094.3	LOC100647528	neither inactivation nor afterpotential protein C	0	0	0	0	0	1	0	0	1	0	0	0
XM_003393097.3	LOC100647833	protein Wnt-6	1	2	1	1	3	2	0	1	3	0	1	0
XM_003393098.3	LOC100647954	uncharacterized LOC100647954	6	3	4	7	5	4	2	2	6	4	3	10
XM_003393102.3	LOC100648542	protein stum	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393110.3	LOC100649722	uncharacterized LOC100649722	242	199	71	91	92	141	9	99	67	56	55	110
XM_003393111.3	LOC100649835	hemicentin-1	11	7	7	3	5	13	9	7	9	8	3	2
XM_003393116.3	LOC100650550	protein Wnt-1	26	52	41	43	36	50	41	24	31	29	21	21
XM_003393117.3	LOC100650672	uncharacterized LOC100650672	47	47	21	35	28	25	45	29	34	66	22	28
XM_003393118.3	LOC100650798	mitochondrial uncoupling protein 2	1	0	0	2	0	0	2	1	0	0	0	1
XM_003393120.3	LOC100651029	uncharacterized LOC100651029	26	31	24	14	16	49	47	12	24	40	29	18
XM_003393122.3	LOC100651273	exportin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393123.3	LOC100651394	acylphosphatase-2	6	1	4	2	3	8	2	4	4	1	5	3
XM_003393124.2	LOC100651512	B-cell receptor CD22	49	35	45	40	38	29	31	40	42	48	7	41
XM_003393125.3	LOC100651629	RNA polymerase II subunit A C-terminal domain phosphatase	1083	914	933	718	770	751	967	833	694	767	502	638
XM_003393126.3	LOC100651744	protein Hook homolog 3	781	756	893	725	465	616	771	626	458	681	546	601
XM_003393127.3	LOC100651864	centromere protein L-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393128.3	LOC100651980	snurportin-1	537	797	624	519	563	643	761	595	617	530	537	576
XM_003393129.3	LOC100652102	28S ribosomal protein S17, mitochondrial	903	1605	1025	1190	988	1258	1294	1118	1223	916	1055	1064
XM_003393131.3	LOC100642191	PH-interacting protein	467	473	360	321	312	347	496	310	375	359	234	299
XM_003393132.3	LOC100642314	trafficking protein particle complex subunit 10	480	407	410	383	315	345	495	407	279	292	281	311
XM_003393133.2	LOC100642552	60S ribosomal protein L13a	17142	17217	14288	15054	12344	13399	18536	13262	14235	14842	11213	10800
XM_003393136.3	LOC100642913	myophilin	7	1	8	4	3	4	14	3	1	1	1	3
XM_003393137.3	LOC100642913	myophilin	44	65	53	29	34	30	51	40	24	32	30	38
XM_003393138.3	LOC100644429	uncharacterized LOC100644429	30387	20378	12870	36252	29139	12131	40933	41319	70863	24307	18328	8865
XM_003393141.3	LOC100643473	protein HIRA homolog	518	684	576	514	502	610	798	465	443	555	503	485
XM_003393142.3	LOC100643720	thrombospondin type-1 domain-containing protein 4	1507	1486	1321	1165	1030	1023	1088	970	1449	1270	829	852
XM_003393143.3	LOC100643839	armadillo repeat-containing protein 6 homolog	610	897	754	784	627	768	1156	501	442	639	608	693
XM_003393145.3	LOC100644201	glycine receptor subunit alpha-4	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393146.3	LOC100644319	potassium voltage-gated channel protein Shal	0	0	0	0	0	0	2	1	0	0	0	0
XM_003393147.2	LOC100644429	uncharacterized LOC100644429	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393148.3	LOC100644547	rho GTPase-activating protein 190	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393149.3	LOC100644670	adenosylhomocysteinase 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393150.3	LOC100644670	adenosylhomocysteinase 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393151.3	LOC100644873	cytokine receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393153.3	LOC100645112	senecionine N-oxygenase	7	16	2	3	4	6	4	7	11	3	5	4
XM_003393155.3	LOC100645360	RNA exonuclease 4	3	7	0	1	1	1	0	0	1	0	1	0
XM_003393156.3	LOC100645360	RNA exonuclease 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393159.3	LOC100645788	uncharacterized LOC100645788	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393160.3	LOC100645902	eukaryotic translation initiation factor 2D	1001	858	909	768	604	616	900	728	649	827	513	519
XM_003393162.3	LOC100646215	beta-1,4-N-acetylgalactosaminyltransferase bre-4	415	488	418	463	326	398	480	358	329	348	333	378
XM_003393167.3	LOC100646892	homeobox protein aristaless	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393168.3	LOC100647010	elongation factor G, mitochondrial	1546	2197	1290	1863	1473	1699	2153	1739	1556	1352	1649	1280
XM_003393169.3	LOC100647250	PC4 and SFRS1-interacting protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393179.3	LOC100648424	ER degradation-enhancing alpha-mannosidase-like protein 3	1472	1377	1187	1075	1267	1390	1786	1553	1188	969	1014	1039
XM_003393182.3	LOC100648849	phosphoglucomutase-2	1037	1347	1082	1091	937	1144	1198	1128	981	964	886	998
XM_003393188.3	LOC100649561	laminin subunit alpha-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393193.3	LOC100650067	uncharacterized LOC100650067	1	2	4	1	1	2	0	0	0	0	0	1
XM_003393194.3	LOC100650188	uncharacterized LOC100650188	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393195.3	LOC100650311	protein 60A	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393197.3	LOC100650551	protein phosphatase 1L	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393198.3	LOC100650799	cysteine protease ATG4B	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393199.3	LOC100650799	cysteine protease ATG4B	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393200.3	LOC100651114	vesicular glutamate transporter 1	15	27	10	10	25	14	14	17	11	11	12	17
XM_003393201.3	LOC100651236	FGFR1 oncogene partner 2 homolog	0	1	1	1	3	2	2	1	4	1	0	1
XM_003393202.3	LOC100651357	meiosis-specific coiled-coil domain-containing protein MEIOC	94	84	81	84	80	88	93	69	101	100	49	66
XM_003393203.2	LOC100651630	blastoderm-specific protein 25D	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393204.3	LOC100651745	U6 snRNA-associated Sm-like protein LSm1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393206.3	LOC100651865	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393207.3	LOC100651865	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393208.3	LOC100652150	BMP-binding endothelial regulator protein	8406	8471	5668	4484	6039	4873	5355	4627	11141	4781	3195	4401
XM_003393211.3	LOC100642315	nucleolar protein 56	1467	1516	1053	1186	1336	1449	1939	1459	1228	1543	1363	1023
XM_003393212.3	LOC100642435	mitotic checkpoint protein BUB3	337	319	225	242	220	255	234	212	220	215	223	250
XM_003393213.3	LOC100642553	mitochondrial coenzyme A transporter SLC25A42	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393214.3	LOC100642675	pro-corazonin	0	0	1	0	0	0	0	0	0	0	0	1
XM_003393215.3	LOC100642794	mitochondrial fission regulator 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393216.3	LOC100642914	uncharacterized LOC100642914	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393218.3	LOC100643149	uncharacterized LOC100643149	28583	52473	19419	8473	16173	15186	3849	24488	42437	6941	3797	26171
XM_003393219.3	LOC100643272	HIG1 domain family member 1C	719	1851	944	1381	931	1207	1397	1163	1034	891	1160	1172
XM_003393223.3	LOC100643753	pleckstrin homology domain-containing family F member 2	875	1198	1040	1012	850	939	1201	854	848	898	683	824
XM_003393224.2	LOC100643876	exosome complex component RRP43-like	257	345	297	245	201	200	323	196	226	284	230	224
XM_003393225.3	LOC100644001	caltractin	249	222	203	194	172	217	185	223	156	134	129	179
XM_003393226.3	LOC100644117	leishmanolysin-like peptidase	1626	1274	1411	1118	1169	980	1907	1507	1006	1113	769	871
XM_003393228.3	LOC100644356	protein-lysine N-methyltransferase mettl10	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393230.3	LOC100644592	uncharacterized LOC100644592	184	90	85	77	71	78	101	47	60	58	78	40
XM_003393231.3	LOC100644710	trace amine-associated receptor 9	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393233.2	LOC100644952	putative U5 small nuclear ribonucleoprotein 200 kDa helicase	2007	1607	1589	1514	1708	1564	2218	1868	1361	1362	1323	1176
XM_003393234.3	LOC100645068	hemicentin-1	1	3	0	2	2	2	9	1	0	3	2	2
XM_003393235.3	LOC100645180	sorting nexin-6	1155	1410	999	1011	988	1086	1267	1073	931	781	854	1017
XM_003393236.3	LOC100645308	tRNA (guanine(10)-N2)-methyltransferase homolog	37	65	39	57	28	31	57	41	48	53	31	37
XM_003393239.3	LOC100645740	uncharacterized LOC100645740	1127	787	868	726	752	785	1278	795	746	770	626	585
XM_003393241.2	LOC100645975	protein phosphatase 1 regulatory subunit 16A	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393242.3	LOC100646094	peptide methionine sulfoxide reductase	0	8	20	1	7	9	7	4	6	0	7	8
XM_003393244.3	LOC100646282	transmembrane protein 42	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393247.3	LOC100646730	serine protease snake	0	2	1	2	2	1	2	2	0	4	2	1
XM_003393248.3	LOC100646852	eukaryotic translation initiation factor 3 subunit E	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393249.3	LOC100646973	uncharacterized protein CG10915	47	36	26	31	29	29	50	25	26	30	33	23
XM_003393250.3	LOC100647210	sodium- and chloride-dependent GABA transporter 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393251.3	LOC100647327	protein Mo25	12	22	10	16	14	14	15	11	15	14	7	14
XM_003393253.3	LOC100647565	eukaryotic translation initiation factor 3 subunit K	831	1285	818	1006	960	1092	1258	959	962	810	971	853
XM_003393254.3	LOC100647686	uncharacterized LOC100647686	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393255.3	LOC100647801	palmitoyltransferase ZDHHC3	1	0	4	1	2	2	0	1	2	0	2	2
XM_003393257.3	LOC100648044	transcription factor Dp-1	1723	2203	1365	1350	1348	1639	1985	1351	1295	1458	1372	1500
XM_003393258.3	LOC100648156	COP9 signalosome complex subunit 9	322	411	293	366	225	276	309	302	258	281	227	231
XM_003393259.3	LOC100648270	tyrosine-protein kinase Abl	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393260.3	LOC100648270	tyrosine-protein kinase Abl	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393262.2	LOC100648544	ras-related protein Rab-2	4533	4931	4945	4189	3511	3999	5012	4384	3981	3684	3031	3715
XM_003393265.3	LOC100648892	quinone oxidoreductase	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393267.3	LOC100649126	dimethyladenosine transferase 1, mitochondrial	1817	2384	1993	1987	1617	1974	2123	1804	1726	1447	1568	1609
XM_003393268.3	LOC100649246	putative GTP-binding protein 6	392	458	281	281	267	306	325	296	305	359	257	217
XM_003393269.3	LOC100649366	plexin-A4	19	5	9	15	19	17	20	16	9	8	3	3
XM_003393270.3	LOC100649487	Niemann-Pick C1 protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393272.3	LOC100649795	glutamate receptor ionotropic, kainate 2	0	1	1	2	4	1	0	1	0	1	0	0
XM_003393281.3	LOC100651311	peritrophin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393284.3	LOC100651669	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L	10	9	6	6	8	12	10	8	5	12	7	4
XM_003393285.3	LOC100651788	mucin-3A	112	144	91	89	101	81	111	79	79	144	67	87
XM_003393286.3	LOC100652029	flap endonuclease GEN	0	0	0	0	0	0	0	1	0	0	0	0
XM_003393288.3	LOC100642236	tyramine receptor 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393289.3	LOC100642236	tyramine receptor 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003393290.2	LOC100642554	uncharacterized LOC100642554	46	47	44	31	37	37	35	23	27	37	31	25
