GeneInfo	GeneID	Gene_Desc	AM_N_056	AM_N_068	AM_N_072	AM_P_053	AM_P_057	AM_P_061	AM_SL_050	AM_SL_054	AM_SL_058	AM_SM_051	AM_SM_059	AM_SM_075
NM_001011606.1	Blop	blue-sensitive opsin	8	8	3	9	1	2	6	4	3	6	0	7
NM_001011607.2	Melt	melittin	565517	250489	223066	356692	119145	508379	207738	446614	370988	281117	248487	623421
NM_001011608.1	Hbg3	alpha-glucosidase	2192	434	417	860	132	570	311	629	282	457	241	851
NM_001011610.1	Mrjp4	major royal jelly protein 4	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011611.2	Mcdp	mast cell-degranulating peptide	845	513	804	2765	520	1633	532	942	772	2596	1351	2990
NM_001011612.1	Apamin	apamin protein	470	315	465	801	152	820	342	546	415	764	499	1014
NM_001011613.1	Apid1	apidaecin 1	14816	464	2347	43053	807	80922	2675	10218	5764	55384	5917	40934
NM_001011614.1	Pla2	phospholipase A2	9549	3000	4059	24365	3050	9306	2890	5804	18571	25845	9207	29662
NM_001011615.1	LOC406142	hymenoptaecin	45914	490	1860	106831	5141	151238	27017	114174	38897	190344	46798	232656
NM_001011616.2	Def1	defensin 1	5146	2072	4200	63002	3519	77279	9705	26225	9498	65339	22373	74752
NM_001011617.1	LOC406144	abaecin	38893	3160	5013	58414	2201	88106	9993	53154	25181	85897	23923	98489
NM_001011618.1	LOC406145	secapin	0	0	0	2	1	0	1	0	0	2	2	1
NM_001011619.1	LOC406146	hyaluronoglucosaminidase	302	26	77	94	44	87	67	177	202	152	69	281
NM_001011620.1	LOC406147	short-chain dehydrogenase/reductase	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011621.1	nAChRa7	nicotinic acetylcholine receptor alpha7 subunit	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011622.1	Mrjp6	major royal jelly protein 6	54	8	19	27	9	5	11	0	27	27	11	75
NM_001011623.1	Glurb	metabotropic glutamate receptor B	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011624.1	mGlutR1	metabotropic glutamate receptor 1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011625.2	nAChRa2	nicotinic acetylcholine receptor alpha2 subunit	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011626.2	PRF	profilin	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011627.1	PPO	phenoloxidase subunit A3	1080	561	295	1176	299	321	510	1703	1046	1695	777	1222
NM_001011628.2	Ef-1a-f1	translation elongation factor eEF-1 alpha chain	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011629.1	Mblk-1	transcription factor mblk-1-like	173	74	72	119	74	154	80	165	82	66	84	126
NM_001011630.1	Fabp	fatty acid binding protein	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011631.1	E74	ecdysteroid-regulated gene E74	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011632.2	Gycbeta1	guanylate cyclase, soluble, beta 1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011633.1	TyHyd	tyrosine hydroxylase	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011634.2	Usp	ultraspiracle	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011635.1	Y-f	yellow-f	303	105	105	446	177	267	170	298	155	303	241	387
NM_001011636.1	Fabp	FABP-like protein	3414	632	1008	3491	688	1449	584	2254	695	2073	760	5763
NM_001011637.1	Twi	twist	0	1	0	2	0	1	0	0	0	0	1	1
NM_001011638.1	Def2	defensin 2	2	5	2	57	12	400	131	71	219	1022	483	590
NM_001011639.2	Lop1	long wavelength sensitive opsin 1	5	1	1	4	0	5	0	7	2	8	3	10
NM_001011640.1	JHBP-1	take-out-like carrier protein	7697	3372	2981	3853	2482	3957	2166	6845	2517	3809	2274	8437
NM_001011641.1	Ho	heme oxygenase	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011643.1	Gat-1B	GABA neurotransmitter transporter-1B	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011644.2	c-mos	mos protein	65	28	43	42	23	58	30	65	55	57	53	59
NM_001011650.1	sGC-alpha1	soluble guanylyl cyclase alpha 1 subunit	19	20	9	21	7	8	9	13	18	17	12	21
NM_001011652.2	TpnCIIIb	troponin C type IIIb	139	82	89	137	48	103	102	82	119	106	88	157
NM_001011653.2	TpnCIIa	troponin C type IIa	13	6	4	10	0	3	9	3	5	0	0	24
NM_001011654.2	TpnCIIb	troponin C type IIb	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012429.1	LOC503505	venom protein 2	0	0	0	0	0	0	0	1	0	1	0	0
NM_001012615.1	crh-BP	corticotropin releasing hormone binding protein	150	93	52	79	61	77	101	113	107	145	101	160
NM_001012627.1	sGCbeta-3	soluble guanylyl cyclase beta-3	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012962.1	NOS	nitric oxide synthase	80	39	50	75	35	33	47	57	55	95	77	128
NM_001012963.1	Crz	corazonin	1	0	1	0	1	0	0	3	0	2	0	0
NM_001013006.1	EphR	Eph receptor tyrosine kinase	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013359.2	Acph-1	venom acid phosphatase	0	0	3	4	0	4	0	4	0	2	2	5
NM_001013361.1	18-w	18-wheeler	723	566	330	634	341	597	459	516	530	500	410	709
NM_001014429.1	Mrjp7	major royal jelly protein 7	2329	1205	1116	1637	837	2733	1798	2253	2101	2898	1679	4288
NM_001014430.1	TpnCI	troponin C type I	0	0	0	0	0	0	0	0	0	0	0	0
NM_001014983.1	Dop3	D2-like dopamine receptor	0	0	0	0	0	0	0	0	0	0	0	0
NM_001014991.1	Dscam	Down syndrome cell adhesion molecule	51	17	28	43	22	29	25	22	26	13	31	49
NM_001014992.2	Ip3k	inositol 1,4,5-triphosphate kinase	0	0	0	0	0	0	0	0	0	0	0	0
NM_001014993.1	EF1a-F2	elongation factor 1-alpha F2	0	0	0	0	0	0	0	0	0	0	0	0
NM_001014994.1	Gpdh	glycerol-3-phosphate dehydrogenase	430	302	215	369	226	367	255	265	241	334	365	393
NM_001024697.1	Mrjp9	major royal jelly protein 9	1229	362	195	1245	367	2123	471	1493	617	3843	813	1917
NM_001032361.1	Fstl5	follistatin-like 5	0	0	0	0	0	0	0	0	0	0	0	0
NM_001037318.2	LOC410755	tyramine receptor-like	1	0	0	1	0	2	1	3	1	0	0	2
NM_001039968.1	LOC408985	pteropsin	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040203.1	Gb15078	GB15078 protein	3	1	2	7	3	4	10	2	3	1	5	3
NM_001040204.1	Obp10	odorant binding protein 10	13	3	3	22	6	9	10	8	12	9	6	12
NM_001040205.1	Obp16	odorant binding protein 16	1143	221	505	589	314	667	363	839	360	1217	425	807
NM_001040206.1	Obp21	odorant binding protein 21	24371	3680	6897	14387	3630	6312	3363	19381	3921	15482	3942	18265
NM_001040207.1	Obp17	odorant binding protein 17	5645	353	1114	2157	728	931	426	3732	716	2726	478	4351
NM_001040208.1	Obp15	odorant binding protein 15	815	230	475	1275	294	1130	300	559	180	1142	479	389
NM_001040209.1	Obp19	odorant binding protein 19	1241	72	166	1018	173	394	132	594	266	1238	292	630
NM_001040220.1	Obp7	odorant binding protein 7	23	2	5	22	3	1	1	5	15	22	1	36
NM_001040221.1	Obp3	odorant binding protein 3	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040223.1	Obp14	odorant binding protein 14	4922	7	46	238	6	39	6	1174	15	328	7	330
NM_001040224.1	Obp13	odorant binding protein 13	57	2	10	108	1	74	18	1	52	250	31	94
NM_001040225.1	Obp9	odorant binding protein 9	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040226.1	Obp11	odorant binding protein 11	118	57	58	126	45	125	77	116	111	113	78	160
NM_001040227.1	Obp18	odorant binding protein 18	7993	1127	2707	4100	1304	2570	1476	9800	2506	8243	1829	7267
NM_001040229.1	Obp12	odorant binding protein 12	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040230.1	AChE-2	acetylcholinesterase 2	123	64	63	117	38	88	54	71	69	79	31	128
NM_001040231.1	nanos	protein nanos	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040233.1	Cyp4g11	cytochrome P450 4G11	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040234.1	Cyp6as5	cytochrome P450 6AS5	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040235.2	Abscam	Dscam family member AbsCAM	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040236.1	AGLU2	alpha glucosidase 2	55290	138264	45514	94838	82491	242727	112720	107853	68452	177794	150007	67089
NM_001040237.1	NFRKB	nuclear factor related to kappaB binding protein	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040255.1	vas	ATP-dependent RNA helicase vasa	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040256.1	TpnI	troponin I	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040257.1	Cyp314a1	cytochrome P450 314A1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040258.1	TpnT	troponin T, skeletal muscle	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040259.1	Hbg2	alpha-glucosidase	215833	237294	121270	158099	135091	216324	185630	248864	127631	194340	211008	124917
NM_001040262.2	Pburs	bursicon subunit beta	26	11	14	24	4	19	8	19	13	20	8	19
NM_001040263.1	Cbs	cystathionine beta-synthase	963	778	686	566	481	1310	727	576	521	851	662	1018
NM_001040264.1	Akhr	adipokinetic hormone receptor	519	212	318	256	165	224	189	454	163	252	268	339
NM_001040265.1	LOC551604	Rh-like protein	6	1	2	6	0	2	1	1	5	6	2	1
NM_001040266.2	Br-c	broad-complex	0	0	0	0	0	0	0	0	0	0	0	1
NM_001040267.1	uzip	unzipped	0	0	0	0	0	0	0	0	0	0	0	0
NM_001040269.1	Qbp-1	Queen brain-selective protein-1	1	0	0	1	1	3	0	3	0	1	0	0
NM_001040270.1	LOC678674	venom allergen Api m 6	1618	211	603	1189	122	415	260	991	408	1081	455	2639
NM_001040277.1	Su(var)3-9	suppressor of variegation 3-9	11	12	8	16	6	11	14	8	15	16	19	20
NM_001040681.1	Tert	telomerase reverse transcriptase	280	232	153	240	70	255	196	222	175	258	219	529
NM_001042458.1	Mad	MAX dimerization protein	0	0	0	0	0	0	0	0	0	0	0	0
NM_001042460.1	Metrn	meteorin	0	0	0	0	0	0	0	0	2	0	0	0
NM_001077808.1	Ac3	adenylate cyclase 3	34	16	11	6	9	5	15	10	12	7	15	15
NM_001077809.1	GluCl	glutamate-gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077810.1	CSP2	chemosensory protein 2	3436	805	1559	1600	648	1043	780	1726	871	1331	714	2339
NM_001077811.1	Hiscl1	histamine-gated chloride channel 1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077812.1	LCCH3	ligand-gated chloride channel homolog 3	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077813.1	Ripk5	receptor interacting protein kinase 5	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077814.1	CSP4	chemosensory protein 4	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077815.1	LOC552640	ammonium transporter 1-like	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077816.1	pHCl	ligand-gated ion channel pHCl	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077817.1	Stg-1	stargazin related protein STG-1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077818.1	SsRbeta	signal sequence receptor beta	0	0	0	1	0	0	0	0	0	0	0	0
NM_001077819.1	CSP6	chemosensory protein 6	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077820.1	CSP1	chemosensory protein 1	2244	385	664	1828	576	2738	601	4094	869	3795	1110	1882
NM_001077821.1	5-ht7	serotonin receptor 7	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077822.1	Amel_8916	cys-loop ligand-gated ion channel subunit 8916	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077823.2	Glob1	globin 1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077824.1	Tbh	tyramine beta hydroxylase	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077825.1	Lop2	long wavelength sensitive opsin 2	0	1	2	2	0	1	2	3	0	3	1	2
NM_001078661.1	LOC751767	chemosensory protein 5	0	0	0	3	0	0	1	0	0	0	0	0
NM_001079560.1	nAChRb1	nicotinic acetylcholine receptor beta1 subunit	6	1	2	3	1	1	1	4	1	1	1	2
NM_001079561.1	nAChRa3	nicotinic acetylcholine receptor alpha3 subunit	0	0	0	0	0	0	0	0	0	0	0	0
NM_001080094.2	LOC411672	neuropeptides capa receptor-like protein	0	0	0	0	0	0	0	0	0	0	0	0
NM_001080095.1	nAChRa6	nicotinic acetylcholine receptor alpha6 subunit	0	0	0	0	0	0	0	0	0	0	0	0
NM_001080110.1	E75	ecdysone-induced protein 75	2	0	2	4	1	0	1	0	0	1	0	1
NM_001080205.1	Stip	Sip1/TFIP11 interacting protein	4	2	3	1	3	3	3	0	2	9	15	6
NM_001083630.1	Cry2	cryptochrome 2	0	0	0	0	0	0	0	0	0	0	0	0
NM_001085344.1	Apd-3	apidermin 3	160273	12656	39853	87271	16181	28092	13226	28898	30710	53019	44424	71268
NM_001085345.1	Apd-1	apidermin 1	78179	4792	19785	91352	10294	39942	12761	60749	28417	52239	28981	36113
NM_001085346.1	Apd-2	apidermin 2	0	0	0	1	0	0	0	0	2	2	0	0
NM_001097154.2	Tpi	triosephosphate isomerase	5269	2006	2374	3213	1620	2615	2045	3423	2113	3637	2487	4926
NM_001098167.1	PRF	profilin	0	0	0	0	0	0	1	0	1	0	0	1
NM_001098214.1	Adar	adenosine deaminase acting on RNA	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098215.2	Ecr	ecdysone receptor	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098217.1	Y-h	yellow-h	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098218.1	LOC726755	pyrokinin-like receptor 2	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098219.1	LOC551621	leucine rich repeat G protein coupled receptor	0	0	0	1	1	1	0	3	0	0	0	1
NM_001098220.1	nAChRa1	nicotinic acetylcholine receptor alpha1 subunit	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098221.1	nAChRa4	nicotinic acetylcholine receptor alpha4 subunit	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098223.1	Y-y	yellow-y	969	78	125	376	31	256	85	160	252	300	345	350
NM_001098224.2	nAChRa9	nicotinic acetylcholine receptor alpha9 subunit	408	1021	698	779	627	1899	845	757	346	1573	662	316
NM_001098228.1	Y-e3	yellow-e3	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098229.1	nAChRb2	nicotinic acetylcholine receptor beta2 subunit	91	311	153	112	168	499	207	176	65	526	348	84
NM_001098232.1	LOC726393	capa receptor-like GPCR	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098234.1	Burs	bursicon subunit alpha	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098717.1	Hex70c	hexamerin 70c	334	79	131	85	76	65	35	63	43	64	55	89
NM_001101023.1	Hex110	hexamerin 110	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104949.1	Foxp	FoxP protein	0	0	3	1	2	3	2	1	0	2	0	2
NM_001110712.2	Pban	pheromone biosynthesis-activating neuropeptide	107	40	53	93	67	127	51	186	48	7	41	100
NM_001110764.1	Hex70a	hexamerin 70a	16689	270	391	2118	182	1071	252	711	2027	727	831	8633
NM_001111255.1	Dsx	doublesex	0	0	0	0	0	0	0	0	0	0	0	0
NM_001112670.1	LOC724886	uncharacterized LOC724886	0	0	0	0	0	0	0	0	0	0	0	0
NM_001112671.1	LOC410795	trehalase	33	37	20	47	47	100	45	64	47	92	80	69
NM_001112672.2	LOC551408	uncharacterized LOC551408	12	16	3	11	14	17	3	9	4	20	10	16
NM_001113285.1	SIFR	SIFamide receptor	0	0	0	0	0	0	0	0	0	0	0	0
NM_001113739.1	Tret1	trehalose transporter 1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001114188.1	Eyg	eyegone	0	0	0	0	0	0	0	0	0	0	0	0
NM_001114198.1	A4	apolipophorin-III-like protein	27281	3460	4546	8539	2622	5891	1772	7137	2264	4857	3403	6224
NM_001115078.1	Msx	homeobox protein Msx	5	1	0	0	0	0	0	0	0	1	0	2
NM_001123013.2	Dcr-1	endoribonuclease Dicer-1	0	0	0	1	0	0	0	0	0	0	0	0
NM_001126243.2	LOC410337	venom dipeptidylpeptidase IV	8	11	7	12	7	7	7	13	2	14	16	14
NM_001126244.1	Est-6	venom carboxylesterase-6	357	80	106	818	40	187	77	676	411	1305	305	1515
NM_001131037.1	Dll	distal-less	0	0	1	0	0	0	0	0	0	0	0	0
NM_001131038.1	H	hairless	772	306	422	567	295	650	396	718	525	597	612	879
NM_001134227.1	LOC408474	apyrase	0	0	0	0	0	0	0	0	0	0	0	0
NM_001134333.1	LOC100187599	uncharacterized LOC100187599	0	0	0	0	0	0	0	0	0	0	0	0
NM_001134371.1	Nrk1	nicotinamide riboside kinase	508	206	186	308	120	354	232	273	317	327	231	469
NM_001134668.1	LOC409389	ubiquitin specific protease-like	1551	780	849	972	661	1199	868	1211	942	1482	1343	1747
NM_001134669.1	LOC100188904	uncharacterized LOC100188904	4	1	3	14	2	3	1	1	3	7	4	5
NM_001134722.1	LOC100188940	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4	0	0	0	0	0	0	0	0	0	0	0	0
NM_001134828.1	Fem	feminizer	2426	982	1126	1871	724	1616	966	1345	1118	1629	1356	2414
NM_001134934.1	Gat-a	GABA neurotransmitter transporter-1A	2	0	1	5	0	0	0	0	1	5	0	0
NM_001134935.1	Dsx	doublesex	0	0	0	0	0	0	0	0	0	0	0	0
NM_001134936.1	Dsx	doublesex	2	0	0	0	0	0	0	2	1	0	0	0
NM_001134940.1	Pcl	polycomblike	0	0	0	0	0	0	0	0	0	0	0	0
NM_001134942.1	Rnft2	ring finger protein, transmembrane 2	392	223	204	285	226	288	165	282	210	345	297	393
NM_001134943.1	Or2	odorant receptor 2	0	0	0	0	0	0	0	0	0	0	0	0
NM_001134947.1	LOC406105	esterase A2	0	0	0	0	0	0	0	0	0	0	0	0
NM_001134948.1	Pkc	protein kinase C	38	18	25	38	15	20	28	29	40	40	35	43
NM_001134949.1	Gfat2	glucosamine-fructose-6-phosphate aminotransferase 2	799	396	330	773	416	1029	576	729	510	921	832	1211
NM_001134950.1	Camkii	calcium/calmodulin-dependent protein kinase II	0	0	0	0	0	0	0	0	0	0	0	0
NM_001135735.1	Cryl1	lambda crystallin-like protein	14064	5805	4486	12209	5072	13165	6547	13090	8137	12974	10554	14505
NM_001135905.1	Rpl39	ribosomal protein L39	863	208	272	379	194	420	302	331	521	420	297	776
NM_001135909.1	Rpl41	ribosomal protein L41	3570	1288	1575	1964	964	1869	1879	1903	2820	1944	1454	3488
NM_001136187.1	LOC725609	heat shock factor binding protein 1-like	1239	500	538	994	421	930	460	786	611	1035	672	1499
NM_001136206.1	Fibroin1	silk fibroin 1	28	14	4	19	11	3	5	10	4	16	10	15
NM_001136207.1	Fibroin2	silk fibroin 2	13	4	8	5	1	8	3	2	5	6	4	11
NM_001136208.1	Fibroin3	silk fibroin 3	1	2	1	0	1	0	0	4	0	1	0	2
NM_001136209.1	Fibroin4	silk fibroin 4	261	71	75	102	9	20	31	81	84	56	26	341
NM_001141964.1	Emc	extra macrochaetae	7623	6270	4786	10561	4684	13414	7255	9607	7222	8368	8297	8594
NM_001142436.1	LOC552484	uncharacterized LOC552484	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142461.1	Tmem98	transmembrane protein 98	560	320	224	465	163	387	245	340	281	483	285	615
NM_001142561.1	Syt20	synaptotagmin 20	63	30	42	66	15	39	28	61	27	40	40	65
NM_001142607.1	Eth	ecdysis triggering hormone	178	49	40	193	21	98	103	242	112	185	67	238
NM_001142609.1	LOC726134	carboxylesterase	0	0	0	0	0	0	0	0	0	0	0	2
NM_001142637.1	Grp	glycine-rich cuticle protein	107	35	35	59	23	46	26	75	43	46	34	62
NM_001142656.2	GstS4	glutathione S-transferase S4	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142693.1	LOC100217360	uncharacterized LOC100217360	3	0	0	1	0	0	1	2	0	1	0	0
NM_001143878.1	pHCl	ligand-gated ion channel pHCl	0	0	0	0	0	0	0	0	0	0	0	0
NM_001143879.1	pHCl	ligand-gated ion channel pHCl	0	0	0	0	0	0	0	0	0	0	0	0
NM_001143880.1	pHCl	ligand-gated ion channel pHCl	0	0	0	0	0	0	0	0	0	0	0	0
NM_001143921.1	Crzr	corazonin receptor	0	1	0	0	0	1	0	2	0	1	2	4
NM_001144839.2	C1q-VP	C1q-like venom protein	9	7	4	5	2	11	11	11	4	11	29	6
NM_001145735.2	Syt1	synaptotagmin 1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145736.1	NLG-3	neuroligin 3	0	0	0	0	0	0	0	0	0	1	0	0
NM_001145737.1	NLG-4	neuroligin 4	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145738.1	Dat	dopamine transporter	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145739.1	NLG-5	neuroligin 5	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145740.1	Nrx-1	neurexin 1	72	65	30	233	39	465	155	161	128	94	258	261
NM_001159303.1	LOC410451	venom serine carboxypeptidase	0	0	0	0	0	0	0	0	0	0	0	0
NM_001159355.1	Ecr	ecdysone receptor	180	70	98	125	63	59	49	104	96	48	83	99
NM_001160048.1	Hsc70-5	heat shock protein cognate 5	8617	4147	3500	5386	3585	7064	4390	7736	4934	7555	7938	10769
NM_001160050.1	Hsc70-4	heat shock protein cognate 4	76650	40474	45291	48176	40772	60890	39444	62107	45896	61197	49866	69763
NM_001160052.1	Hsc70-3	heat shock 70 kDa protein cognate 3	13638	4183	4009	10950	4040	13149	6359	26501	7473	14030	16371	14816
NM_001160064.1	Hsp90	heat shock protein 90	9008	6273	10185	5489	12166	10921	7795	23048	7346	9033	10045	9051
NM_001160072.1	LOC410620	heat shock protein Hsp70Ab-like	4282	1661	3344	2108	2135	1765	1395	2269	2036	2438	1536	4038
NM_001160270.1	GstS1	glutathione S-transferase S1	0	1	2	2	1	3	0	0	1	0	1	2
NM_001160405.2	Calpb	calpain-B	0	0	0	0	0	0	0	0	0	0	0	0
NM_001161709.2	Smb	small ribonucleoprotein particle protein B	1296	533	647	657	374	709	501	599	756	602	602	1221
NM_001161787.1	LOC100302106	uncharacterized LOC100302106	1	0	1	0	1	1	0	2	0	2	0	2
NM_001161788.1	LOC100302106	uncharacterized LOC100302106	0	0	0	0	0	0	0	0	0	0	0	0
NM_001161831.1	Ndufs5	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)	1	3	0	1	0	0	0	1	0	0	3	2
NM_001162398.1	Tom7	translocase of outer membrane 7	385	171	161	195	87	197	155	157	225	185	147	290
NM_001162513.1	Pten	phosphatase and tensin-like	0	0	0	0	0	0	0	0	0	0	0	0
NM_001162516.1	Err	estrogen-related receptor	0	0	0	0	0	0	0	0	0	0	0	0
NM_001163463.1	Ndufb2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa	1226	379	480	812	285	685	507	685	718	770	526	1367
NM_001163712.1	cact1	NF-kappa-B inhibitor cactus 1	5	2	4	21	8	89	61	83	96	94	157	143
NM_001163714.1	B-gluc1	beta-1,3-glucan recognition protein 1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001163715.1	PGRP-S3	peptidoglycan recognition protein S3	3426	441	794	1390	284	1180	496	1357	942	1107	1107	1992
NM_001163716.1	Pgrp-s2	peptidoglycan recognition protein S2	0	0	0	0	0	1	1	0	0	0	1	1
NM_001163717.1	Imd	immune deficiency	16	1	6	7	4	14	4	8	8	7	1	19
NM_001164008.1	LOC551571	pyrokinin-like receptor 1	546	118	208	288	144	144	82	186	153	308	128	541
NM_001164809.1	Pet117	cytochrome c oxidase assembly factor-like	3	0	1	2	2	0	1	2	1	1	0	1
NM_001164810.1	Lin-52	lin-52 protein	340	154	173	306	114	269	114	242	154	278	173	416
NM_001165904.1	Cac	cacophony	0	0	0	0	0	1	0	0	1	0	1	0
NM_001165905.1	Para	sodium channel protein paralytic	0	0	0	0	0	0	0	0	0	0	0	0
NM_001165906.1	aub	aubergine	0	0	0	0	4	1	0	1	1	0	0	0
NM_001167709.1	Apime-ASTA	allatostatin A	249	221	106	209	89	262	149	394	111	191	111	177
NM_001167720.1	NPF	neuropeptide F	0	0	0	0	0	0	0	0	0	0	0	0
NM_001167836.1	LOC409314	prohormone-2	46	36	17	55	18	40	66	48	43	56	44	84
NM_001167893.1	CPR19	cuticular protein 19	5538	87	753	4153	335	1064	270	2749	1611	2399	2122	4905
NM_001168336.1	Snf	U1 small nuclear ribonucleoprotein A	249	155	155	212	157	210	167	219	176	197	237	343
NM_001168425.1	Cdk5	cyclin-dependent kinase 5	853	424	457	549	286	592	403	575	397	580	573	851
NM_001168700.1	Ubx	ultrabithorax	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170972.1	Adk1	adenylate kinase 1	1137	399	441	463	246	363	301	823	493	946	288	1237
NM_001170973.1	Tpx-4	thioredoxin peroxidase 4	21975	9114	11332	17843	10546	13103	7458	16057	7039	18143	8210	20897
NM_001170974.1	GlnS	glutamine synthetase	0	0	0	0	0	0	0	0	0	0	0	0
NM_001171006.1	Dl	dorsal	9	9	10	10	3	9	2	11	2	17	5	16
NM_001171051.1	Dnmt1a	DNA methyltransferase 1a	7	0	3	3	1	6	3	8	0	6	2	6
NM_001171108.1	5-HT1	serotonin receptor	0	0	0	0	0	0	0	0	0	0	0	0
NM_001171169.1	Su(var)3-9	suppressor of variegation 3-9	0	0	0	0	0	0	0	0	0	0	0	0
NM_001172378.1	Cpap3-b	cuticular protein analogous to peritrophins 3-B	5006	320	795	2264	534	897	434	1589	896	1525	795	2663
NM_001172379.1	Cpap3-d	cuticular protein analogous to peritrophins 3-D	4572	386	741	2891	438	1265	428	1730	551	3132	1003	4852
NM_001172389.1	Cpap3-c	cuticular protein analogous to peritrophins 3-C	2360	287	631	1383	429	1016	432	994	1059	1285	733	2150
NM_001172403.1	Cox6b1	cytochrome c oxidase subunit VIb polypeptide 1	1953	729	849	1526	607	1382	938	1386	1097	1805	1038	2369
NM_001172404.1	Ndufs1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	4	0	1	4	4	7	2	8	0	15	7	8
NM_001172405.1	Cox6c	cytochrome c oxidase subunit VIc	0	0	0	0	0	0	0	0	0	0	0	0
NM_001172406.1	LOC725372	uncharacterized LOC725372	666	332	352	380	298	407	285	482	337	527	363	584
NM_001172718.1	LOC100379261	uncharacterized LOC100379261	1195	330	363	805	326	507	425	765	402	897	437	1284
NM_001174139.1	LOC726031	uncharacterized LOC726031	0	0	0	2	0	0	0	0	3	3	0	0
NM_001174140.1	LOC409002	cuticular protein	10	1	4	40	2	0	4	0	3	6	45	17
NM_001174141.1	LOC724464	cuticular protein	0	0	0	0	0	0	0	0	0	0	0	0
NM_001174142.1	LOC725089	cuticular protein	3	1	0	5	0	4	2	1	1	4	0	4
NM_001174143.1	RpL35	ribosomal protein L35	7390	2470	2830	4359	1801	3691	2359	4258	3415	4234	2700	7028
NM_001174144.1	LOC727145	apidermin-like	283	29	75	364	19	213	57	786	261	116	71	274
NM_001174145.1	apd-3	apidermin 3	370	49	40	580	21	30	57	378	128	293	201	262
NM_001177490.1	CytC	mitochondrial cytochrome C	5593	2773	1986	3506	1432	3914	2683	4090	3966	4945	4253	6330
